class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
MagsAnalysis	nmdc:MagsAnalysis	input_contig_num																	Total number of input contigs.												0.0					integer							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	low_depth_contig_num																	Number of contigs which were excluded from binning for depth of coverage.												0.0					integer							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	mags_list																	Contains detailed information about each metagenome-assembled genome.						True								True			MagBin							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	name																	A human readable label for an entity																	string							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	protocol_link																																		Protocol							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MagsAnalysis	nmdc:MagsAnalysis	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	too_short_contig_num																	Number of contigs which were excluded from binning for length.												0.0					integer							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MagsAnalysis	nmdc:MagsAnalysis	unbinned_contig_num																	Number of contigs which did not end up in a medium or high quality bin.												0.0					integer							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	version																																		string							JsonObj()			
MagsAnalysis	nmdc:MagsAnalysis	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgns)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgns)-{id_shoulder}-{id_blade}$		
Manifest	nmdc:Manifest	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
Manifest	nmdc:Manifest	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
Manifest	nmdc:Manifest	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):manif-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:manif-{id_shoulder}-{id_blade}$		
Manifest	nmdc:Manifest	manifest_category																	The type of context in which the constituent DataObjects can be analyzed together.																	ManifestCategoryEnum			True				JsonObj()			
Manifest	nmdc:Manifest	name																	A human readable label for an entity																	string							JsonObj()			
Manifest	nmdc:Manifest	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MassSpectrometry	nmdc:MassSpectrometry	add_date																	The date on which the information was added to the database.																	string							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	analyte_category																	"The type of analyte(s) that were measured in the data generation process and analyzed
  in the Workflow Chain
"																	MassSpectrometryEnum			True				JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	associated_studies																	The study associated with a resource.														True		^(nmdc):(sty)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	Study			True				JsonObj()	{id_nmdc_prefix}:(sty)-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	eluent_introduction_category																	A high-level categorization for how the processed sample is introduced into a mass spectrometer.		liquid_chromatography|direct_infusion_syringe															EluentIntroductionCategoryEnum							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MassSpectrometry	nmdc:MassSpectrometry	generates_calibration															A gas chromatography mass spectromery run generates data to calibrate the retention index		calibration information is generated a process																^(nmdc):calib-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	CalibrationInformation							JsonObj()	{id_nmdc_prefix}:calib-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	has_chromatography_configuration																	The identifier of the associated ChromatographyConfiguration, providing information about how a sample was introduced into the mass spectrometer.																^(nmdc):chrcon-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	ChromatographyConfiguration							JsonObj()	{id_nmdc_prefix}:chrcon-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	has_input									input								An input to a process.														True		^(nmdc):(bsm|procsm)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	Sample			True				JsonObj()	{id_nmdc_prefix}:(bsm|procsm)-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	has_mass_spectrometry_configuration																	The identifier of the associated MassSpectrometryConfiguration.																^(nmdc):mscon-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	MassSpectrometryConfiguration							JsonObj()	{id_nmdc_prefix}:mscon-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataObject							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):(dgms|omprc)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(dgms|omprc)-{id_shoulder}-{id_blade}$		
MassSpectrometry	nmdc:MassSpectrometry	instrument_used																	What instrument was used during DataGeneration or MaterialProcessing.														True			Instrument							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	mod_date																	The last date on which the database information was modified.																	string							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	name																	A human readable label for an entity																	string							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	principal_investigator									PI								Principal Investigator who led the study and/or generated the dataset.																	PersonValue							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	protocol_link																																		Protocol							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MassSpectrometry	nmdc:MassSpectrometry	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MassSpectrometry	nmdc:MassSpectrometry	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	description	dcterms:description																a human-readable description of a thing																	string			True				JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):mscon-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:mscon-{id_shoulder}-{id_blade}$		
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	ionization_source				MS:1000008													The ionization source used to introduce processed samples into a mass spectrometer																	IonizationSourceEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	mass_analyzers				MS:1000443													The kind of mass analyzer(s) used during the spectra collection.														True			MassAnalyzerEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	mass_spectrometry_acquisition_strategy				MS:1003213													Mode of running a mass spectrometer method by which m/z ranges are selected and ions possibly fragment.																	MassSpectrometryAcquisitionStrategyEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	mass_spectrum_collection_modes																	Indicates whether mass spectra were collected in full profile, reduced profile, or centroid mode during acquisition.														True			MassSpectrumCollectionModeEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	name																	A human readable label for an entity																	string			True				JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	polarity_mode																	the polarity of which ions are generated and detected																	PolarityModeEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	resolution_categories																	The relative resolution at which spectra were collected.		['high', 'low']												True			ResolutionCategoryEnum							JsonObj()			
MassSpectrometryConfiguration	nmdc:MassSpectrometryConfiguration	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MaterialEntity	nmdc:MaterialEntity	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MaterialEntity	nmdc:MaterialEntity	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MaterialEntity	nmdc:MaterialEntity	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,]*$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MaterialEntity	nmdc:MaterialEntity	name																	A human readable label for an entity																	string							JsonObj()			
MaterialEntity	nmdc:MaterialEntity	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MaterialProcessing	nmdc:MaterialProcessing	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MaterialProcessing	nmdc:MaterialProcessing	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	has_input									input								An input to a process.														True		^(nmdc):(bsm|procsm)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	Sample							JsonObj()	{id_nmdc_prefix}:(bsm|procsm)-{id_shoulder}-{id_blade}$		
MaterialProcessing	nmdc:MaterialProcessing	has_output									output								An output from a process.														True		^(nmdc):(procsm)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	ProcessedSample							JsonObj()	{id_nmdc_prefix}:(procsm)-{id_shoulder}-{id_blade}$		
MaterialProcessing	nmdc:MaterialProcessing	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,]*$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MaterialProcessing	nmdc:MaterialProcessing	instrument_used																	What instrument was used during DataGeneration or MaterialProcessing.														True			Instrument							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	name																	A human readable label for an entity																	string							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	protocol_link																																		Protocol							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MaterialProcessing	nmdc:MaterialProcessing	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MaterialProcessing	nmdc:MaterialProcessing	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetaboliteIdentification	nmdc:MetaboliteIdentification	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetaboliteIdentification	nmdc:MetaboliteIdentification	highest_similarity_score																																		float							JsonObj()			Yuri to fill in description
MetaboliteIdentification	nmdc:MetaboliteIdentification	metabolite_identified																	the specific metabolite identifier																	string							JsonObj()			
MetaboliteIdentification	nmdc:MetaboliteIdentification	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	has_metabolite_identifications																							True								True			MetaboliteIdentification							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
