class	class_uri	slot	slot_uri	close_mappings	exact_mappings	mappings	abstract	alias	aliases	annotation_simple_dict_value	any_of	comments	conforms_to	deprecated	description	domain	example_values	identifier	ifabsent	in_subset	inherited	inlined	is_a	key	list_elements_ordered	multivalued	notes	range	range_expression	rank	readonly	recommended	required	see_also	singular_name	status
import_expression		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
import_expression		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
import_expression		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
import_expression		import_as														import_expression												ncname								testing
import_expression		import_from														import_expression												uriorcurie					True			testing
import_expression		import_map														import_expression						True				True		setting								testing
import_expression		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
import_expression		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
import_expression		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
import_expression		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
import_expression		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
import_expression		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
import_expression		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
import_expression		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
import_expression		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
import_expression		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
import_expression		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
import_expression		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
import_expression		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
import_expression		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
import_expression		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
import_expression		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
import_expression		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
local_name		local_name_source													the ncname of the source of the name	local_name								True				ncname								
local_name		local_name_value	skos:altLabel												a name assigned to an element in a given ontology	local_name												string					True			
match_query		identifier_pattern													A regular expression that is used to obtain a set of identifiers from a source_ontology to construct a set of permissible values	match_query				SpecificationSubset								string								
match_query		source_ontology							terminology|vocabulary			examples include schema.org, wikidata, or an OBO ontology|for obo ontologies we recommend CURIEs of the form obo:cl, obo:envo, etc			An ontology or vocabulary or terminology that is used in a query to obtain a set of permissible values					SpecificationSubset								uriorcurie								
path_expression		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
path_expression		all_of			sh:and										holds if all of the expressions hold					SpecificationSubset			boolean_slot			True		path_expression		107.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
path_expression		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
path_expression		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
path_expression		any_of			sh:or										holds if at least one of the expressions hold					SpecificationSubset			boolean_slot			True		path_expression		101.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
path_expression		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
path_expression		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
path_expression		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
path_expression		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
path_expression		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
path_expression		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
path_expression		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
path_expression		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
path_expression		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
path_expression		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
path_expression		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
path_expression		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
path_expression		exactly_one_of			sh:xone										holds if only one of the expressions hold					SpecificationSubset			boolean_slot			True		path_expression		103.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
path_expression		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
path_expression		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
path_expression		followed_by													in a sequential list, this indicates the next member													path_expression								
path_expression		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
path_expression		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
path_expression		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
path_expression		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
path_expression		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
path_expression		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
path_expression		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
path_expression		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
path_expression		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
path_expression		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		path_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
path_expression		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
path_expression		range_expression										one use for this is being able to describe a range using any_of expressions, for example to combine two enums			A range that is described as a boolean expression combining existing ranges	slot_expression				SpecificationSubset								anonymous_class_expression								testing
path_expression		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
path_expression		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
path_expression		reversed													true if the slot is to be inversed													boolean								
path_expression		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
path_expression		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
path_expression		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
path_expression		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
path_expression		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
path_expression		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
path_expression		traverse													the slot to traverse													slot_definition								
pattern_expression		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
pattern_expression		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
pattern_expression		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
pattern_expression		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
pattern_expression		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
pattern_expression		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
pattern_expression		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
pattern_expression		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
pattern_expression		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
pattern_expression		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
pattern_expression		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
pattern_expression		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
pattern_expression		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
pattern_expression		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
pattern_expression		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
pattern_expression		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
pattern_expression		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
pattern_expression		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
pattern_expression		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
pattern_expression		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
pattern_expression		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
pattern_expression		interpolated													if true then the pattern is first string interpolated	pattern_expression				SpecificationSubset								boolean								
pattern_expression		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
pattern_expression		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
pattern_expression		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
pattern_expression		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
pattern_expression		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
pattern_expression		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
pattern_expression		partial_match													if not true then the pattern must match the whole string, as if enclosed in ^...$	pattern_expression				SpecificationSubset								boolean								
pattern_expression		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
pattern_expression		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
pattern_expression		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
pattern_expression		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
pattern_expression		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
pattern_expression		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
pattern_expression		syntax													the string value of the slot must conform to this regular expression expressed in the string. May be interpolated.	pattern_expression				SpecificationSubset	True							string								
pattern_expression		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
pattern_expression		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
permissible_value		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
permissible_value		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
permissible_value		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
permissible_value		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
permissible_value		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
permissible_value		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
permissible_value		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
permissible_value		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
permissible_value		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
permissible_value		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
permissible_value		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
permissible_value		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
permissible_value		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
permissible_value		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
permissible_value		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
permissible_value		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
permissible_value		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
permissible_value		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
permissible_value		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
permissible_value		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
permissible_value		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
permissible_value		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
permissible_value		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
permissible_value		is_a					True								A primary parent class or slot from which inheritable metaslots are propagated from. While multiple inheritance is not allowed, mixins can be provided effectively providing the same thing. The semantics are the same when translated to formalisms that allow MI (e.g. RDFS/OWL). When translating to a SI framework (e.g. java classes, python classes) then is a is used. When translating a framework without polymorphism (e.g. json-schema, solr document schema) then is a and mixins are recursively unfolded					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile								permissible_value		11.0						
permissible_value		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
permissible_value		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
permissible_value		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
permissible_value		meaning							PV meaning						the value meaning of a permissible value	permissible_value				SpecificationSubset|BasicSubset							we may want to change the range of this (and other) elements in the model to an entitydescription type construct	uriorcurie		23.0				https://en.wikipedia.org/wiki/ISO/IEC_11179		
permissible_value		mixins							traits			mixins act in the same way as parents (is_a). They allow a model to have a primary strict hierarchy, while keeping the benefits of multiple inheritance			A collection of secondary parent classes or slots from which inheritable metaslots are propagated from.					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile						True		permissible_value		13.0				https://en.wikipedia.org/wiki/Mixin		
permissible_value		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
permissible_value		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
permissible_value		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
permissible_value		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
permissible_value		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
permissible_value		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
permissible_value		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
permissible_value		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
permissible_value		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
permissible_value		text		skos:notation					value			there are no constraints on the text of the permissible value, but for many applications you may want to consider following idiomatic forms and using computer-friendly forms			The actual permissible value itself	permissible_value		True		SpecificationSubset|BasicSubset								string		21.0						
permissible_value		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
permissible_value		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
permissible_value		unit	qudt:unit												an encoding of a unit													UnitOfMeasure								
prefix		prefix_prefix	sh:prefix												The prefix components of a prefix expansions. This is the part that appears before the colon in a CURIE.	prefix				SpecificationSubset|BasicSubset				True				ncname		1.0						
prefix		prefix_reference	sh:namespace												The namespace to which a prefix expands to.	prefix				SpecificationSubset|BasicSubset								uri		2.0			True			
reachability_query		include_self							reflexive						True if the query is reflexive	reachability_query				SpecificationSubset								boolean								
reachability_query		is_direct							non-transitive						True if the reachability query should only include directly related nodes, if False then include also transitively connected	reachability_query				SpecificationSubset								boolean								
reachability_query		relationship_types							predicates|properties						A list of relationship types (properties) that are used in a reachability query	reachability_query				SpecificationSubset						True		uriorcurie								
reachability_query		source_nodes													A list of nodes that are used in the reachability query	reachability_query				SpecificationSubset						True		uriorcurie								
reachability_query		source_ontology							terminology|vocabulary			examples include schema.org, wikidata, or an OBO ontology|for obo ontologies we recommend CURIEs of the form obo:cl, obo:envo, etc			An ontology or vocabulary or terminology that is used in a query to obtain a set of permissible values					SpecificationSubset								uriorcurie								
reachability_query		traverse_up							ancestors						True if the direction of the reachability query is reversed and ancestors are retrieved	reachability_query				SpecificationSubset								boolean								
schema_definition		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
schema_definition		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
schema_definition		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
schema_definition		bindings													"A collection of enum bindings that specify how a slot can be bound to a permissible value from an enumeration.
LinkML provides enums to allow string values to be restricted to one of a set of permissible values (specified statically or dynamically).
Enum bindings allow enums to be bound to any object, including complex nested objects. For example, given a (generic) class Concept with slots id and label, it may be desirable to restrict the values the id takes on in a given context. For example, a HumanSample class may have a slot for representing sample site, with a range of concept, but the values of that slot may be restricted to concepts from a particular branch of an anatomy ontology."	element				SpecificationSubset		True				True		enum_binding								testing
schema_definition		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
schema_definition		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
schema_definition		classes													An index to the collection of all class definitions in the schema	schema_definition				SpecificationSubset|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile|OwlProfile		True				True		class_definition		3.0						
schema_definition		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
schema_definition		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
schema_definition		conforms_to	dcterms:conformsTo												An established standard to which the element conforms.	element				BasicSubset								string						linkml:implements		
schema_definition		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
schema_definition		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
schema_definition		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
schema_definition		default_curi_maps													ordered list of prefixcommon biocontexts to be fetched to resolve id prefixes and inline prefix variables	schema_definition				BasicSubset						True		string								
schema_definition		default_prefix													The prefix that is used for all elements within a schema	schema_definition			default_ns	SpecificationSubset|MinimalSubset|BasicSubset								string		11.0						
schema_definition		default_range													default slot range to be used if range element is omitted from a slot definition	schema_definition				SpecificationSubset|MinimalSubset|BasicSubset								type_definition		13.0						
schema_definition		definition_uri										Formed by combining the default_prefix with the normalized element name			The native URI of the element. This is always within the namespace of the containing schema. Contrast with the assigned URI, via class_uri or slot_uri	element												uriorcurie			filled in by the schema loader or schema view			linkml:class_uri|linkml:slot_uri		
schema_definition		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
schema_definition		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
schema_definition		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
schema_definition		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
schema_definition		emit_prefixes													a list of Curie prefixes that are used in the representation of instances of the model.  All prefixes in this list are added to the prefix sections of the target models.	schema_definition										True		ncname								
schema_definition		enums													An index to the collection of all enum definitions in the schema	schema_definition				SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile		True				True		enum_definition		5.0						
schema_definition		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
schema_definition		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
schema_definition		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
schema_definition		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
schema_definition		generation_date													date and time that the schema was loaded/generated	schema_definition				BasicSubset								datetime			supplied by the schema loader or schema view					
schema_definition		id													The official schema URI	schema_definition				SpecificationSubset|MinimalSubset|BasicSubset|OwlProfile								uri		0.0			True			
schema_definition		id_prefixes										Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)			An allowed list of prefixes for which identifiers must conform. The identifier of this class or slot must begin with the URIs referenced by this prefix	element				SpecificationSubset|BasicSubset						True		ncname						https://github.com/linkml/linkml-model/issues/28		
schema_definition		id_prefixes_are_closed													If true, then the id_prefixes slot is treated as being closed, and any use of an id that does not have this prefix is considered a violation.	element												boolean						https://github.com/linkml/linkml/issues/194		
schema_definition		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
schema_definition		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
schema_definition		imports													A list of schemas that are to be included in this schema	schema_definition				SpecificationSubset|BasicSubset|OwlProfile						True		uriorcurie		21.0						
schema_definition		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
schema_definition		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
schema_definition		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
schema_definition		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
