projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0452713	Metagenome	Permanent Draft	Gs0154244	Gb0240087	PRJEB42019	SAMEA7724208	ERX4811208|ERX4812487|ERX4813965|ERX4813178
Gp0452726	Metagenome	Permanent Draft	Gs0154244	Gb0240100	PRJEB42019	SAMEA7724214	ERX4813184|ERX4812493|ERX4811214|ERX4813971
Gp0619231	Targeted Gene Survey	incomplete	Gs0154244	Gb0240100	PRJEB42019	SAMEA7724214	ERX4804663
Gp0452727	Metagenome	Permanent Draft	Gs0154244	Gb0240101	PRJEB42019	SAMEA7724211	ERX4812490|ERX4813181|ERX4813968|ERX4811211
Gp0619228	Targeted Gene Survey	incomplete	Gs0154244	Gb0240101	PRJEB42019	SAMEA7724211	ERX4804660
Gp0619150	Targeted Gene Survey	incomplete	Gs0154244	Gb0240118	PRJEB42019	SAMEA7723431	ERX4805993|ERX4804496|ERX4806958|ERX4804933|ERX4806293|ERX4806527|ERX4807485|ERX4803852|ERX4803420
Gp0452744	Metagenome	Permanent Draft	Gs0154244	Gb0240118	PRJEB42019	SAMEA7723431	ERX4812967|ERX4812394|ERX4813754|ERX4811115
Gp0452754	Metagenome	Permanent Draft	Gs0154244	Gb0240128	PRJEB42019	SAMEA7723435	ERX4812977|ERX4813764|ERX4812403|ERX4811124
Gp0619154	Targeted Gene Survey	incomplete	Gs0154244	Gb0240128	PRJEB42019	SAMEA7723435	ERX4806531|ERX4806003|ERX4805594|ERX4804152|ERX4806968|ERX4803856|ERX4803424|ERX4804943|ERX4809689|ERX4807489
Gp0452545	Metagenome	Permanent Draft	Gs0154244	Gb0239919	PRJEB42019	SAMEA7724298	ERX4813360|ERX4812623|ERX4814147|ERX4811344
Gp0619310	Targeted Gene Survey	incomplete	Gs0154244	Gb0239919	PRJEB42019	SAMEA7724298	ERX4804770|ERX4806448
Gp0620092	Targeted Gene Survey	incomplete	Gs0154244	Gb0297479	PRJEB42019	SAMEA7724377	ERX4805168|ERX4807191|ERX4806227
Gp0578424	Metagenome	incomplete	Gs0154244	Gb0297479	PRJEB42019	SAMEA7724377	ERX4813547|ERX4814334
Gp0578347	Metagenome	incomplete	Gs0154244	Gb0297402	PRJEB42019	SAMEA7723936	ERX4813209|ERX4813996|ERX4812513|ERX4811234
Gp0619824	Targeted Gene Survey	incomplete	Gs0154244	Gb0297402	PRJEB42019	SAMEA7723936	ERX4806086|ERX4807052|ERX4805655|ERX4804212|ERX4805027|ERX4809799
Gp0578263	Metagenome	incomplete	Gs0154244	Gb0297383	PRJEB42019	SAMEA7723874	ERX4813691|ERX4812904|ERX4811055|ERX4812334
Gp0619774	Targeted Gene Survey	incomplete	Gs0154244	Gb0297383	PRJEB42019	SAMEA7723874	ERX4804084|ERX4806903|ERX4804878|ERX4805528|ERX4805940|ERX4809677
Gp0619623	Targeted Gene Survey	incomplete	Gs0154244	Gb0297374	PRJEB42019	SAMEA7723675	ERX4806774|ERX4805662|ERX4805340|ERX4807968|ERX4804219|ERX4807356|ERX4803674
Gp0578180	Metagenome	incomplete	Gs0154244	Gb0297374	PRJEB42019	SAMEA7723675	ERX4811240|ERX4812519|ERX4813215|ERX4814002
Gp0578188	Metagenome	incomplete	Gs0154244	Gb0297375	PRJEB42019	SAMEA7723682	ERX4814043|ERX4812564|ERX4811285|ERX4813256
Gp0619630	Targeted Gene Survey	incomplete	Gs0154244	Gb0297375	PRJEB42019	SAMEA7723682	ERX4807369|ERX4805685|ERX4804243|ERX4805353|ERX4807784|ERX4803687|ERX4806787
Gp0619854	Targeted Gene Survey	incomplete	Gs0154244	Gb0297428	PRJEB42019	SAMEA7723972	ERX4804282|ERX4806150|ERX4805091|ERX4807794|ERX4805722|ERX4807115
Gp0578373	Metagenome	incomplete	Gs0154244	Gb0297428	PRJEB42019	SAMEA7723972	ERX4813371|ERX4811354|ERX4812633|ERX4814158
Gp0619888	Targeted Gene Survey	incomplete	Gs0154244	Gb0297438	PRJEB42019	SAMEA7724006	ERX4804354|ERX4805794|ERX4805155|ERX4809731|ERX4806214
Gp0578383	Metagenome	incomplete	Gs0154244	Gb0297438	PRJEB42019	SAMEA7724006	ERX4814273|ERX4811453|ERX4812732|ERX4813486
Gp0619493	Targeted Gene Survey	incomplete	Gs0154244	Gb0297357	PRJEB42019	SAMEA7723542	ERX4806477|ERX4803701|ERX4807383|ERX4804824|ERX4807594|ERX4803963|ERX4806637|ERX4806801|ERX4805367|ERX4803531
Gp0578003	Metagenome	incomplete	Gs0154244	Gb0297357	PRJEB42019	SAMEA7723542	ERX4812736|ERX4813490|ERX4814277|ERX4811457
Gp0619939	Targeted Gene Survey	incomplete	Gs0154244	Gb0297462	PRJEB42019	SAMEA7724057	ERX4807226|ERX4805881|ERX4809849|ERX4806262|ERX4804443|ERX4805203
Gp0578407	Metagenome	incomplete	Gs0154244	Gb0297462	PRJEB42019	SAMEA7724057	ERX4813592|ERX4811537|ERX4812816|ERX4814379
Gp0578092	Metagenome	incomplete	Gs0154244	Gb0297364	PRJEB42019	SAMEA7723558	ERX4814385|ERX4812821|ERX4811542|ERX4813598
Gp0619509	Targeted Gene Survey	incomplete	Gs0154244	Gb0297364	PRJEB42019	SAMEA7723558	ERX4806267|ERX4806652|ERX4803979|ERX4803547|ERX4807828|ERX4804449|ERX4805208|ERX4807231|ERX4805887|ERX4807610
Gp0619492	Targeted Gene Survey	incomplete	Gs0154244	Gb0297356	PRJEB42019	SAMEA7723541	ERX4806212|ERX4805792|ERX4804352|ERX4805153|ERX4807593|ERX4806636|ERX4807177|ERX4807909|ERX4803962|ERX4803530|ERX4807720
Gp0577986	Metagenome	incomplete	Gs0154244	Gb0297356	PRJEB42019	SAMEA7723541	ERX4813484|ERX4814271|ERX4811451|ERX4812730
Gp0619887	Targeted Gene Survey	incomplete	Gs0154244	Gb0297437	PRJEB42019	SAMEA7724005	ERX4807996|ERX4806213|ERX4804353|ERX4805793|ERX4805154|ERX4807178
Gp0578382	Metagenome	incomplete	Gs0154244	Gb0297437	PRJEB42019	SAMEA7724005	ERX4814272|ERX4811452|ERX4813485|ERX4812731
Gp0619830	Targeted Gene Survey	incomplete	Gs0154244	Gb0297408	PRJEB42019	SAMEA7723942	ERX4809702|ERX4805663|ERX4804220|ERX4805032|ERX4807057|ERX4806091
Gp0578353	Metagenome	incomplete	Gs0154244	Gb0297408	PRJEB42019	SAMEA7723942	ERX4812520|ERX4813216|ERX4811241|ERX4814003
Gp0619491	Targeted Gene Survey	incomplete	Gs0154244	Gb0297355	PRJEB42019	SAMEA7723540	ERX4806211|ERX4804351|ERX4803529|ERX4805791|ERX4805152|ERX4807592|ERX4807719|ERX4807176|ERX4807908|ERX4803961|ERX4806635
Gp0577971	Metagenome	incomplete	Gs0154244	Gb0297355	PRJEB42019	SAMEA7723540	ERX4813483|ERX4814270|ERX4812729|ERX4811450
Gp0619866	Targeted Gene Survey	incomplete	Gs0154244	Gb0315969	PRJEB42019	SAMEA7723984	ERX4805111|ERX4806170|ERX4809720|ERX4807135|ERX4804303|ERX4805743
Gp0619063	Metagenome	Permanent Draft	Gs0154244	Gb0315969	PRJEB42019	SAMEA7723984	ERX4814580|ERX4813392|ERX4812652|ERX4811373|ERX4814179
Gp0619065	Metagenome	Permanent Draft	Gs0154244	Gb0315971	PRJEB42019	SAMEA7723986	ERX4814185|ERX4812658|ERX4814586|ERX4811379|ERX4813398
Gp0619868	Targeted Gene Survey	incomplete	Gs0154244	Gb0315971	PRJEB42019	SAMEA7723986	ERX4809822|ERX4806175|ERX4807140|ERX4805749|ERX4804309|ERX4805116
Gp0619869	Targeted Gene Survey	incomplete	Gs0154244	Gb0315972	PRJEB42019	SAMEA7723987	ERX4804310|ERX4805750|ERX4807800|ERX4806176|ERX4807141|ERX4805117
Gp0619066	Metagenome	Permanent Draft	Gs0154244	Gb0315972	PRJEB42019	SAMEA7723987	ERX4814186|ERX4812659|ERX4811380|ERX4814587|ERX4813399
Gp0619067	Metagenome	Permanent Draft	Gs0154244	Gb0315973	PRJEB42019	SAMEA7723988	ERX4814188|ERX4811382|ERX4814589|ERX4813401|ERX4812661
Gp0619870	Targeted Gene Survey	incomplete	Gs0154244	Gb0315973	PRJEB42019	SAMEA7723988	ERX4806178|ERX4807988|ERX4807143|ERX4805119|ERX4804312|ERX4805752
Gp0619071	Metagenome	Permanent Draft	Gs0154244	Gb0315977	PRJEB42019	SAMEA7723992	ERX4814198|ERX4811392|ERX4812671|ERX4814599|ERX4813411
Gp0619874	Targeted Gene Survey	incomplete	Gs0154244	Gb0315977	PRJEB42019	SAMEA7723992	ERX4805762|ERX4809824|ERX4806188|ERX4807153|ERX4805129|ERX4804322
Gp0618745	Metagenome	Permanent Draft	Gs0154244	Gb0315651	PRJEB42019	SAMEA7723506	ERX4811318|ERX4813317|ERX4812597|ERX4814104
Gp0619457	Targeted Gene Survey	incomplete	Gs0154244	Gb0315651	PRJEB42019	SAMEA7723506	ERX4803495|ERX4806146|ERX4807558|ERX4803927|ERX4807703|ERX4805087|ERX4807111|ERX4807892|ERX4806601|ERX4804278
Gp0618987	Metagenome	Permanent Draft	Gs0154244	Gb0315893	PRJEB42019	SAMEA7723535	ERX4814609|ERX4814208|ERX4812681|ERX4811402|ERX4813421
Gp0619486	Targeted Gene Survey	incomplete	Gs0154244	Gb0315893	PRJEB42019	SAMEA7723535	ERX4804332|ERX4806630|ERX4805772|ERX4809726|ERX4806197|ERX4803956|ERX4807162|ERX4803524|ERX4805138|ERX4807587
Gp0619549	Targeted Gene Survey	incomplete	Gs0154244	Gb0315502	PRJEB42019	SAMEA7723598	ERX4805253|ERX4803587
Gp0619559	Targeted Gene Survey	incomplete	Gs0154244	Gb0316050	PRJEB42019	SAMEA7723608	ERX4804111|ERX4807284|ERX4803602|ERX4806702|ERX4807760|ERX4805554|ERX4805268
Gp0619144	Metagenome	Permanent Draft	Gs0154244	Gb0316050	PRJEB42019	SAMEA7723608	ERX4812928|ERX4813715|ERX4811078|ERX4812357
Gp0619032	Metagenome	incomplete	Gs0154244	Gb0315938	PRJEB42019	SAMEA7723657	ERX4814534|ERX4813921|ERX4813134
Gp0619605	Targeted Gene Survey	incomplete	Gs0154244	Gb0315938	PRJEB42019	SAMEA7723657	ERX4805322|ERX4807338|ERX4803656|ERX4804613|ERX4806756
Gp0618878	Metagenome	Permanent Draft	Gs0154244	Gb0315784	PRJEB42019	SAMEA7723884	ERX4813706|ERX4811070|ERX4812349|ERX4812919
Gp0619784	Targeted Gene Survey	incomplete	Gs0154244	Gb0315784	PRJEB42019	SAMEA7723884	ERX4804890|ERX4806915|ERX4807671|ERX4807860|ERX4805545|ERX4804102|ERX4805951
Gp0619876	Targeted Gene Survey	incomplete	Gs0154244	Gb0315979	PRJEB42019	SAMEA7723994	ERX4804330|ERX4805770|ERX4807714|ERX4807160|ERX4807903|ERX4806195|ERX4805136
Gp0619073	Metagenome	Permanent Draft	Gs0154244	Gb0315979	PRJEB42019	SAMEA7723994	ERX4812679|ERX4814607|ERX4813419|ERX4814206|ERX4811400
Gp0619618	Targeted Gene Survey	incomplete	Gs0154244	Gb0315951	PRJEB42019	SAMEA7723670	ERX4804639|ERX4803669|ERX4807351|ERX4806769|ERX4805335
Gp0619045	Metagenome	Permanent Draft	Gs0154244	Gb0315951	PRJEB42019	SAMEA7723670	ERX4814560|ERX4813160|ERX4813947
Gp0618522	Metagenome	Permanent Draft	Gs0154244	Gb0315428	PRJEB42019	SAMEA7724131	ERX4812439|ERX4811160
Gp0619986	Targeted Gene Survey	incomplete	Gs0154244	Gb0315428	PRJEB42019	SAMEA7724131	ERX4806311|ERX4804526
Gp0620118	Targeted Gene Survey	incomplete	Gs0154244	Gb0315595	PRJEB42019	SAMEA7724408	ERX4806655
Gp0620123	Targeted Gene Survey	incomplete	Gs0154244	Gb0315600	PRJEB42019	SAMEA7724413	ERX4806660
Gp0620151	Targeted Gene Survey	incomplete	Gs0154244	Gb0315628	PRJEB42019	SAMEA7724441	ERX4806688
Gp0619699	Targeted Gene Survey	incomplete	Gs0154244	Gb0315719	PRJEB42019	SAMEA7723799	ERX4807832|ERX4803989|ERX4807640|ERX4805434
Gp0618870	Metagenome	Permanent Draft	Gs0154244	Gb0315776	PRJEB42019	SAMEA7723910	ERX4813021|ERX4813808|ERX4812426|ERX4811147
Gp0619803	Targeted Gene Survey	incomplete	Gs0154244	Gb0315776	PRJEB42019	SAMEA7723910	ERX4804162|ERX4806011|ERX4809790|ERX4805605|ERX4806977|ERX4804952
Gp0620158	Targeted Gene Survey	incomplete	Gs0154244	Gb0315635	PRJEB42019	SAMEA7724448	ERX4806865
Gp0618794	Metagenome	Permanent Draft	Gs0154244	Gb0315700	PRJEB42019	SAMEA7724052	ERX4811527|ERX4813581|ERX4812806|ERX4814368
Gp0619934	Targeted Gene Survey	incomplete	Gs0154244	Gb0315700	PRJEB42019	SAMEA7724052	ERX4805870|ERX4807217|ERX4806253|ERX4805194|ERX4808014|ERX4804432
Gp0618913	Metagenome	Permanent Draft	Gs0154244	Gb0315819	PRJEB42019	SAMEA7723707	ERX4812768|ERX4813513|ERX4811489|ERX4814300
Gp0619655	Targeted Gene Survey	incomplete	Gs0154244	Gb0315819	PRJEB42019	SAMEA7723707	ERX4807403|ERX4805387|ERX4809835|ERX4805819|ERX4804381|ERX4803721|ERX4806821
Gp0618929	Metagenome	Permanent Draft	Gs0154244	Gb0315835	PRJEB42019	SAMEA7723723	ERX4814317|ERX4813530
Gp0619671	Targeted Gene Survey	incomplete	Gs0154244	Gb0315835	PRJEB42019	SAMEA7723723	ERX4807418|ERX4803737|ERX4806837|ERX4805403
Gp0619375	Targeted Gene Survey	incomplete	Gs0154244	Gb0315789	PRJEB42019	SAMEA7723406	ERX4805540|ERX4803395|ERX4807945|ERX4804097|ERX4803827|ERX4807460|ERX4806911|ERX4806503|ERX4804886
Gp0618883	Metagenome	Permanent Draft	Gs0154244	Gb0315789	PRJEB42019	SAMEA7723406	ERX4812914|ERX4812344|ERX4813701|ERX4811065
Gp0619957	Targeted Gene Survey	incomplete	Gs0154244	Gb0315711	PRJEB42019	SAMEA7724075	ERX4806278|ERX4804466
Gp0619696	Targeted Gene Survey	incomplete	Gs0154244	Gb0315716	PRJEB42019	SAMEA7723796	ERX4807831|ERX4805431|ERX4807639|ERX4803986
Gp0619894	Targeted Gene Survey	incomplete	Gs0154244	Gb0315851	PRJEB42019	SAMEA7724012	ERX4805809|ERX4807812|ERX4804371
Gp0618945	Metagenome	Permanent Draft	Gs0154244	Gb0315851	PRJEB42019	SAMEA7724012	ERX4812756|ERX4811477
Gp0619411	Targeted Gene Survey	incomplete	Gs0154244	Gb0315868	PRJEB42019	SAMEA7723458	ERX4804199|ERX4806554|ERX4806036|ERX4803879|ERX4804977|ERX4803447|ERX4807002|ERX4809797|ERX4807511|ERX4805642
Gp0618962	Metagenome	Permanent Draft	Gs0154244	Gb0315868	PRJEB42019	SAMEA7723458	ERX4811192|ERX4813052|ERX4813839|ERX4814452|ERX4812471
Gp0619474	Targeted Gene Survey	incomplete	Gs0154244	Gb0315881	PRJEB42019	SAMEA7723523	ERX4805123|ERX4806618|ERX4803944|ERX4806182|ERX4807990|ERX4803512|ERX4804316|ERX4805756|ERX4807575|ERX4807147
Gp0618975	Metagenome	Permanent Draft	Gs0154244	Gb0315881	PRJEB42019	SAMEA7723523	ERX4814593|ERX4814192|ERX4813405|ERX4811386|ERX4812665
Gp0618997	Metagenome	Permanent Draft	Gs0154244	Gb0315903	PRJEB42019	SAMEA7723622	ERX4813064|ERX4814464|ERX4813851
Gp0619570	Targeted Gene Survey	incomplete	Gs0154244	Gb0315903	PRJEB42019	SAMEA7723622	ERX4807303|ERX4804541|ERX4805287|ERX4803621|ERX4806721
Gp0618796	Metagenome	Permanent Draft	Gs0154244	Gb0315702	PRJEB42019	SAMEA7723496	ERX4814064|ERX4812575|ERX4811296|ERX4813277
Gp0619447	Targeted Gene Survey	incomplete	Gs0154244	Gb0315702	PRJEB42019	SAMEA7723496	ERX4803485|ERX4807548|ERX4804264|ERX4803917|ERX4806131|ERX4807979|ERX4805706|ERX4806591|ERX4807096|ERX4805072
Gp0618914	Metagenome	Permanent Draft	Gs0154244	Gb0315820	PRJEB42019	SAMEA7723708	ERX4812769|ERX4811490|ERX4813514|ERX4814301
Gp0619656	Targeted Gene Survey	incomplete	Gs0154244	Gb0315820	PRJEB42019	SAMEA7723708	ERX4805388|ERX4807404|ERX4806484|ERX4803722|ERX4806822|ERX4804831
Gp0619050	Metagenome	Permanent Draft	Gs0154244	Gb0315956	PRJEB42019	SAMEA7723891	ERX4811082|ERX4814440|ERX4813719|ERX4812932|ERX4812361
Gp0619791	Targeted Gene Survey	incomplete	Gs0154244	Gb0315956	PRJEB42019	SAMEA7723891	ERX4806926|ERX4804901|ERX4805558|ERX4804115|ERX4807761|ERX4805962
Gp0619052	Metagenome	Permanent Draft	Gs0154244	Gb0315958	PRJEB42019	SAMEA7723893	ERX4813725|ERX4812938|ERX4814446|ERX4811088|ERX4812367
Gp0619793	Targeted Gene Survey	incomplete	Gs0154244	Gb0315958	PRJEB42019	SAMEA7723893	ERX4805564|ERX4804906|ERX4804121|ERX4809782|ERX4805966|ERX4806931
Gp0618908	Metagenome	Permanent Draft	Gs0154244	Gb0315814	PRJEB42019	SAMEA7723702	ERX4813508|ERX4814295|ERX4812762|ERX4811483
Gp0619650	Targeted Gene Survey	incomplete	Gs0154244	Gb0315814	PRJEB42019	SAMEA7723702	ERX4804376|ERX4803716|ERX4807813|ERX4805382|ERX4806816|ERX4805814|ERX4807398
Gp0619993	Targeted Gene Survey	incomplete	Gs0154244	Gb0315985	PRJEB42019	SAMEA7724138	ERX4807006|ERX4804981|ERX4806040|ERX4804535
Gp0619079	Metagenome	incomplete	Gs0154244	Gb0315985	PRJEB42019	SAMEA7724138	ERX4813845|ERX4814458|ERX4813058
Gp0619657	Targeted Gene Survey	incomplete	Gs0154244	Gb0315821	PRJEB42019	SAMEA7723709	ERX4807405|ERX4803723|ERX4806823|ERX4805389
Gp0618915	Metagenome	Permanent Draft	Gs0154244	Gb0315821	PRJEB42019	SAMEA7723709	ERX4813515|ERX4814302
Gp0619661	Targeted Gene Survey	incomplete	Gs0154244	Gb0315825	PRJEB42019	SAMEA7723713	ERX4803727|ERX4805393|ERX4806827|ERX4807409
Gp0618919	Metagenome	Permanent Draft	Gs0154244	Gb0315825	PRJEB42019	SAMEA7723713	ERX4813519|ERX4814306
Gp0619693	Targeted Gene Survey	incomplete	Gs0154244	Gb0315713	PRJEB42019	SAMEA7723793	ERX4807924|ERX4805428|ERX4803983
Gp0618765	Metagenome	Permanent Draft	Gs0154244	Gb0315671	PRJEB42019	SAMEA7723463	ERX4812528|ERX4814011|ERX4811249|ERX4813224
Gp0619416	Targeted Gene Survey	incomplete	Gs0154244	Gb0315671	PRJEB42019	SAMEA7723463	ERX4803452|ERX4804684|ERX4807516|ERX4806097|ERX4807063|ERX4806559|ERX4803884|ERX4805038|ERX4806401
Gp0619702	Targeted Gene Survey	incomplete	Gs0154244	Gb0315722	PRJEB42019	SAMEA7723802	ERX4807735|ERX4805437|ERX4803992
Gp0619726	Targeted Gene Survey	incomplete	Gs0154244	Gb0315523	PRJEB42019	SAMEA7723826	ERX4807646|ERX4805461|ERX4807838|ERX4804016
Gp0618841	Metagenome	Permanent Draft	Gs0154244	Gb0315747	PRJEB42019	SAMEA7723394	ERX4811022|ERX4812870|ERX4813657|ERX4812302
Gp0619363	Targeted Gene Survey	incomplete	Gs0154244	Gb0315747	PRJEB42019	SAMEA7723394	ERX4809669|ERX4805256|ERX4803383|ERX4807448|ERX4805495|ERX4803590|ERX4803815|ERX4804050|ERX4806691|ERX4807272|ERX4806491
Gp0619517	Targeted Gene Survey	incomplete	Gs0154244	Gb0315470	PRJEB42019	SAMEA7723566	ERX4805221|ERX4807244|ERX4803555
Gp0619732	Targeted Gene Survey	incomplete	Gs0154244	Gb0315529	PRJEB42019	SAMEA7723832	ERX4807931|ERX4804022|ERX4805467
Gp0619527	Targeted Gene Survey	incomplete	Gs0154244	Gb0315480	PRJEB42019	SAMEA7723576	ERX4805231|ERX4807251|ERX4803565
Gp0618760	Metagenome	incomplete	Gs0154244	Gb0315666	PRJEB42019	SAMEA7724330	ERX4814241|ERX4813454
Gp0620063	Targeted Gene Survey	incomplete	Gs0154244	Gb0315666	PRJEB42019	SAMEA7724330	ERX4804802|ERX4806467
Gp0619952	Targeted Gene Survey	incomplete	Gs0154244	Gb0315706	PRJEB42019	SAMEA7724070	ERX4804461|ERX4806276
Gp0619088	Metagenome	Permanent Draft	Gs0154244	Gb0315994	PRJEB42019	SAMEA7724147	ERX4813075|ERX4814475|ERX4813862
Gp0620002	Targeted Gene Survey	incomplete	Gs0154244	Gb0315994	PRJEB42019	SAMEA7724147	ERX4804552|ERX4806325
Gp0619116	Metagenome	Permanent Draft	Gs0154244	Gb0316022	PRJEB42019	SAMEA7724175	ERX4813130|ERX4813917|ERX4814530
Gp0620030	Targeted Gene Survey	incomplete	Gs0154244	Gb0316022	PRJEB42019	SAMEA7724175	ERX4806059|ERX4804609|ERX4805000|ERX4807025
Gp0619129	Metagenome	Permanent Draft	Gs0154244	Gb0316035	PRJEB42019	SAMEA7724188	ERX4813154|ERX4813941|ERX4814554
Gp0620043	Targeted Gene Survey	incomplete	Gs0154244	Gb0316035	PRJEB42019	SAMEA7724188	ERX4805013|ERX4806374|ERX4806072|ERX4804633|ERX4807038
Gp0620049	Targeted Gene Survey	incomplete	Gs0154244	Gb0316041	PRJEB42019	SAMEA7724194	ERX4806078|ERX4807044|ERX4805019|ERX4804643|ERX4806379
Gp0619135	Metagenome	Permanent Draft	Gs0154244	Gb0316041	PRJEB42019	SAMEA7724194	ERX4813164|ERX4813951|ERX4814564
Gp0620133	Targeted Gene Survey	incomplete	Gs0154244	Gb0315610	PRJEB42019	SAMEA7724423	ERX4806670
Gp0620161	Targeted Gene Survey	incomplete	Gs0154244	Gb0315638	PRJEB42019	SAMEA7724451	ERX4806868
Gp0618751	Metagenome	incomplete	Gs0154244	Gb0315657	PRJEB42019	SAMEA7724370	ERX4813304|ERX4814091
Gp0620085	Targeted Gene Survey	incomplete	Gs0154244	Gb0315657	PRJEB42019	SAMEA7724370	ERX4807701|ERX4806134|ERX4805709|ERX4805075|ERX4807890|ERX4807099
Gp0618752	Metagenome	incomplete	Gs0154244	Gb0315658	PRJEB42019	SAMEA7724322	ERX4813446|ERX4814233
Gp0620055	Targeted Gene Survey	incomplete	Gs0154244	Gb0315658	PRJEB42019	SAMEA7724322	ERX4804794
Gp0618793	Metagenome	Permanent Draft	Gs0154244	Gb0315699	PRJEB42019	SAMEA7724051	ERX4813580|ERX4811526|ERX4812805|ERX4814367
Gp0619933	Targeted Gene Survey	incomplete	Gs0154244	Gb0315699	PRJEB42019	SAMEA7724051	ERX4807216|ERX4804431|ERX4806252|ERX4807825|ERX4805193|ERX4805869
Gp0620072	Targeted Gene Survey	incomplete	Gs0154244	Gb0315566	PRJEB42019	SAMEA7724357	ERX4804835
Gp0618660	Metagenome	incomplete	Gs0154244	Gb0315566	PRJEB42019	SAMEA7724357	ERX4812845|ERX4813632
Gp0619898	Targeted Gene Survey	incomplete	Gs0154244	Gb0315410	PRJEB42019	SAMEA7724016	ERX4804382|ERX4807726|ERX4807915|ERX4805820
Gp0619973	Targeted Gene Survey	incomplete	Gs0154244	Gb0315556	PRJEB42019	SAMEA7724091	ERX4804482
Gp0452680	Metagenome	Permanent Draft	Gs0154244	Gb0240054	PRJEB42019	SAMEA7724227	ERX4813197|ERX4813984|ERX4812502|ERX4811223
Gp0619244	Targeted Gene Survey	incomplete	Gs0154244	Gb0240054	PRJEB42019	SAMEA7724227	ERX4804676
Gp0452700	Metagenome	Permanent Draft	Gs0154244	Gb0240074	PRJEB42019	SAMEA7723451	ERX4813044|ERX4811184|ERX4813831|ERX4812463
Gp0619162	Targeted Gene Survey	incomplete	Gs0154244	Gb0240074	PRJEB42019	SAMEA7723451	ERX4803440|ERX4806994|ERX4807504|ERX4804969|ERX4804191|ERX4805634|ERX4806547|ERX4809796|ERX4806028|ERX4803872
Gp0619194	Targeted Gene Survey	incomplete	Gs0154244	Gb0239957	PRJEB42019	SAMEA7724111	ERX4806299|ERX4804506
Gp0452583	Metagenome	Permanent Draft	Gs0154244	Gb0239957	PRJEB42019	SAMEA7724111	ERX4811130|ERX4812409|ERX4812985|ERX4813772
Gp0452474	Metagenome	Permanent Draft	Gs0154244	Gb0239864	PRJEB42019	SAMEA7723944	ERX4812549|ERX4811270
Gp0619179	Targeted Gene Survey	incomplete	Gs0154244	Gb0239864	PRJEB42019	SAMEA7723944	ERX4804222|ERX4807969|ERX4805665
Gp0619257	Targeted Gene Survey	incomplete	Gs0154244	Gb0239976	PRJEB42019	SAMEA7724245	ERX4804717|ERX4806419
Gp0452602	Metagenome	incomplete	Gs0154244	Gb0239976	PRJEB42019	SAMEA7724245	ERX4814078|ERX4813291
Gp0452610	Metagenome	Permanent Draft	Gs0154244	Gb0239984	PRJEB42019	SAMEA7724252	ERX4814086|ERX4811306|ERX4812585|ERX4813299
Gp0619264	Targeted Gene Survey	incomplete	Gs0154244	Gb0239984	PRJEB42019	SAMEA7724252	ERX4804724|ERX4806425
Gp0619274	Targeted Gene Survey	incomplete	Gs0154244	Gb0239994	PRJEB42019	SAMEA7724262	ERX4804734
Gp0452620	Metagenome	incomplete	Gs0154244	Gb0239994	PRJEB42019	SAMEA7724262	ERX4814111|ERX4813324
Gp0619287	Targeted Gene Survey	incomplete	Gs0154244	Gb0240007	PRJEB42019	SAMEA7724275	ERX4804747
Gp0452633	Metagenome	incomplete	Gs0154244	Gb0240007	PRJEB42019	SAMEA7724275	ERX4813337|ERX4814124
Gp0452634	Metagenome	Permanent Draft	Gs0154244	Gb0240008	PRJEB42019	SAMEA7724276	ERX4812605|ERX4811326|ERX4813338|ERX4814125
Gp0619288	Targeted Gene Survey	incomplete	Gs0154244	Gb0240008	PRJEB42019	SAMEA7724276	ERX4804748|ERX4806437
Gp0619293	Targeted Gene Survey	incomplete	Gs0154244	Gb0240013	PRJEB42019	SAMEA7724281	ERX4806440|ERX4804753
Gp0452639	Metagenome	Permanent Draft	Gs0154244	Gb0240013	PRJEB42019	SAMEA7724281	ERX4814130|ERX4812609|ERX4811330|ERX4813343
Gp0452650	Metagenome	Permanent Draft	Gs0154244	Gb0240024	PRJEB42019	SAMEA7724310	ERX4814221|ERX4812692|ERX4813434|ERX4811413
Gp0619322	Targeted Gene Survey	incomplete	Gs0154244	Gb0240024	PRJEB42019	SAMEA7724310	ERX4804782|ERX4806456
Gp0452655	Metagenome	Permanent Draft	Gs0154244	Gb0240029	PRJEB42019	SAMEA7724315	ERX4811417|ERX4813439|ERX4814226|ERX4812696
Gp0619327	Targeted Gene Survey	incomplete	Gs0154244	Gb0240029	PRJEB42019	SAMEA7724315	ERX4806459|ERX4804787
Gp0452656	Metagenome	Permanent Draft	Gs0154244	Gb0240030	PRJEB42019	SAMEA7724316	ERX4813440|ERX4811418|ERX4814227|ERX4812697
Gp0619328	Targeted Gene Survey	incomplete	Gs0154244	Gb0240030	PRJEB42019	SAMEA7724316	ERX4806460|ERX4804788
Gp0619329	Targeted Gene Survey	incomplete	Gs0154244	Gb0240031	PRJEB42019	SAMEA7724317	ERX4804789
Gp0452657	Metagenome	Permanent Draft	Gs0154244	Gb0240031	PRJEB42019	SAMEA7724317	ERX4811419|ERX4814228|ERX4813441|ERX4812698
