Number	Item	Vote	Comments	Filename
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present, includes all recommended sections (background, methods, results, conclusions)	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.1	Study design	Yes	Study design described in abstract - analysis of bacterial isolate genomes and metagenome samples	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.2	Environmental & sample information	Yes	Specific source described as Populus root microbiome, both rhizosphere and endosphere samples	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.3	Host information (if applicable)	Yes	Host identified as Populus deltoides and Populus trichocarpa, mentions 339 bacterial isolates	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.4	Experiments & omics methods	Yes	Abstract mentions genome sequencing and bioinformatics analysis approaches	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.5	Analyses & results	Yes	Abstract describes key findings about BGC diversity and uniqueness	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
2.0	Background & rationale	Yes	Introduction provides thorough background on plant microbiomes and natural products with appropriate citations	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
2.1	Hypotheses or questions	Yes	Research objectives clearly stated - to analyze biosynthetic potential of Populus microbiome	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.0	Study design	Yes	Both observational and experimental components described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.1	Samples	Yes	Sample types and collection methods detailed in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.2	Environmental context & geographic location	Yes	Geographic coordinates provided for sampling locations in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.3	Relevant dates	Yes	Collection dates (August 2014) provided in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.4	Host(s) (if applicable)	Yes	Host species details provided, including both P. deltoides and P. trichocarpa	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.5	Ethics	NA	Not applicable for environmental samples from plants	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.6	Environmental conditions & experimental treatments	Yes	Field and laboratory conditions described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.7	Sample collection	Yes	Detailed collection protocols provided in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.8	Eligibility/selection criteria	Yes	Criteria for isolate selection described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.9	Analytic sample size	Yes	339 bacterial strains analyzed, with numbers broken down by type	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.0	Storage & preservation	Yes	Sample storage and preservation methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.1	Shipping	NA	Not mentioned but likely not relevant	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.2	Extraction methods	Yes	DNA extraction methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.3	Experiments & sample processing	Yes	Processing methods detailed in Methods including sequencing	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.4	Library preparation	Yes	Sequencing library preparation mentioned in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable for this study type	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.6	Primer selection	NA	Not applicable for whole genome sequencing	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
5.0	Positive controls	No	No mention of positive controls	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
5.1	Negative controls	No	No mention of negative controls	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.0	Quantification & quality assessments	Yes	Quality assessment methods described in Methods and Results	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.1	Contaminant mitigation & identification	No	Not explicitly discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.2	Replication	No	Replication strategy not clearly described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.3	Sequencing methods	Yes	Sequencing methods and platforms described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Not applicable - study focused on genomics only	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.5	Contextual & linked datasets	Yes	Links to sequence data provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.6	Batch effects	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.0	Bioinformatics analyses	Yes	Detailed description of bioinformatics methods and tools used	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.1	Quality control	Yes	Quality control steps described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.2	Normalization	Yes	Data normalization approaches described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.3	Database information	Yes	Database versions and parameters provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.4	Statistical methods	Yes	Statistical methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.5	Missing data	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.6	Bias & confounding variables	No	Not explicitly discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses described for different bacterial groups	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.8	Sensitivity analyses	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.9	Criteria for significance	Yes	Significance criteria described for analyses	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.0	Metadata access	Yes	Data accessibility information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.1	Host data access (if applicable)	Yes	Host data access information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.2	Raw data access	Yes	Raw data access information provided with accession numbers	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.3	Processed data access	Yes	Processed data access information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.4	Software & source code access	Yes	Software tools and versions listed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.5	Reproducible research	No	No explicit reproducibility statement	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
9.0	Descriptive data	Yes	Characteristics of samples and experiments summarized in Results section and Table 1	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.0	Microbiome sequencing data	Yes	Comprehensive reporting of sequencing results and analyses in Results section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Study focused only on genomic data	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.2	Statistical analyses	Yes	Statistical analysis results reported throughout Results section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.3	Figures, tables, & captions	Yes	Clear figures and tables with detailed captions provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.0	Key results	Yes	Key findings summarized in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.1	Interpretation	Yes	Results interpreted in context of objectives and prior research	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.2	Limitations	Yes	Limitations discussed in Discussion section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.3	Generalizability	Yes	Generalizability of findings discussed in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
13.0	Conclusions	Yes	Clear conclusions provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements section included	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
14.1	Funding	Yes	Funding sources and roles detailed in Acknowledgements	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
15.0	Conflicts of interest	No	No explicit conflicts of interest statement	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
16.0	Supplementary data & files	Yes	Supplementary materials referenced and described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
17.0	Sample & data availability	Yes	Detailed data availability statement provided with accession numbers	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
18.0	AI usage	NA	Article published in 2018, before AI usage reporting requirements	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present on pg 15783 containing background, methods, results, and conclusions	file.tsv
1.1	Study design	Yes	"Study design described in abstract: ""large-scale survey of potential INP sources in tundra terrain"""	file.tsv
1.2	Environmental & sample information	Yes	Abstract describes specific environmental system (thermokarst regions, tundra terrain) and sample types (permafrost, active layer, ice wedge, vegetation, water, aerosol)	file.tsv
1.3	Host information (if applicable)	NA	Study did not involve host organisms	file.tsv
1.4	Experiments & omics methods	Yes	Abstract describes sample collection and INP analyses performed	file.tsv
1.5	Analyses & results	Yes	Abstract summarizes key analyses and results, including INP concentrations and heat sensitivity tests	file.tsv
2.0	Background & rationale	Yes	Introduction (pg 15783-15784) provides detailed background on thermokarst processes, INPs, and Arctic climate	file.tsv
2.1	Hypotheses or questions	Yes	"Research objectives stated on pg 15784: to survey ""previously uncharacterized potential sources of airborne terrestrial-based Arctic INPs"""	file.tsv
3.0	Study design	Yes	Detailed in Methods section 2.1 (pg 15784). Observational study with field sampling conducted Sept 1-17, 2021	file.tsv
3.1	Samples	Yes	Sample types and collection methods described in detail in Methods sections 2.1-2.2	file.tsv
3.2	Environmental context & geographic location	Yes	Study conducted near Utqiagvik, Alaska with specific coordinates provided in Table 1	file.tsv
3.3	Relevant dates	Yes	Sampling dates specified (Sept 1-17, 2021) with pre-campaign measurements Aug 22-24	file.tsv
3.4	Host(s) (if applicable)	NA	Study did not involve host organisms	file.tsv
3.5	Ethics	No	No mention of permits or ethical approvals	file.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental conditions described including wind speeds, temperatures, and weather conditions	file.tsv
3.7	Sample collection	Yes	Detailed methods for collecting each sample type provided in Methods section 2.1	file.tsv
3.8	Eligibility/selection criteria	Yes	"Site selection criteria described on pg 15784: ""Sites were chosen based on accessibility with all-terrain vehicles (ATVs) as well as to maximize areal coverage and diversity of terrain and weather conditions"""	file.tsv
3.9	Analytic sample size	Yes	Sample numbers provided throughout results and in Table 1	file.tsv
4.0	Storage & preservation	Yes	Sample storage and preservation methods described on pg 15786	file.tsv
4.1	Shipping	No	No information provided about sample transport	file.tsv
4.2	Extraction methods	Yes	Methods for extracting and processing samples described in section 2.2	file.tsv
4.3	Experiments & sample processing	Yes	Sample processing methods detailed in section 2.2	file.tsv
4.4	Library preparation	NA	Study did not involve sequencing libraries	file.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Study did not involve nucleic acid work	file.tsv
4.6	Primer selection	NA	Study did not involve PCR or primers	file.tsv
5.0	Positive controls	No	No mention of positive controls	file.tsv
5.1	Negative controls	Yes	Blank controls described for aerosol samples on pg 15786	file.tsv
6.0	Quantification & quality assessments	Yes	Quality control measures described including confidence intervals and corrections	file.tsv
6.1	Contaminant mitigation & identification	Yes	Methods to control for contamination described including filter cleaning and blanks	file.tsv
6.2	Replication	Yes	Multiple samples collected at each site and replication described throughout methods	file.tsv
6.3	Sequencing methods	NA	Study did not involve sequencing	file.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Study did not involve omics methods	file.tsv
6.5	Contextual & linked datasets	No	No mention of linked datasets	file.tsv
6.6	Batch effects	No	Batch effects not discussed	file.tsv
7.0	Bioinformatics analyses	Yes	Statistical analyses and PCA described in Methods	file.tsv
7.1	Quality control	Yes	Quality control measures described including blank corrections and confidence intervals	file.tsv
7.2	Normalization	Yes	Data normalization methods described for freezing point depression corrections	file.tsv
7.3	Database information	NA	Study did not use databases	file.tsv
7.4	Statistical methods	Yes	Statistical methods including PCA and confidence intervals described	file.tsv
7.5	Missing data	No	Handling of missing data not discussed	file.tsv
7.6	Bias & confounding variables	Yes	Potential biases discussed including wind effects and sampling limitations	file.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses performed for different sample types and locations	file.tsv
7.8	Sensitivity analyses	Yes	Heat sensitivity analyses performed and described	file.tsv
7.9	Criteria for significance	Yes	95% confidence intervals used and described	file.tsv
8.0	Metadata access	Yes	Data availability statement provided	file.tsv
8.1	Host data access (if applicable)	NA	Study did not involve host organisms	file.tsv
8.2	Raw data access	Yes	Data availability statement indicates data are available at DOI provided	file.tsv
8.3	Processed data access	Yes	Data availability statement indicates processed data are available	file.tsv
8.4	Software & source code access	No	No code availability statement	file.tsv
8.5	Reproducible research	No	No explicit statement about reproducibility	file.tsv
9.0	Descriptive data	Yes	Sample characteristics summarized in results and Table 1	file.tsv
10.0	Microbiome sequencing data	NA	Study did not involve microbiome sequencing	file.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Study did not involve omics data	file.tsv
10.2	Statistical analyses	Yes	Statistical analysis results presented throughout Results section	file.tsv
10.3	Figures, tables, & captions	Yes	Multiple clear figures and tables with detailed captions provided	file.tsv
11.0	Key results	Yes	Key findings summarized in Discussion and Conclusions	file.tsv
11.1	Interpretation	Yes	Results interpreted in context of objectives and previous work	file.tsv
11.2	Limitations	Yes	Study limitations discussed	file.tsv
11.3	Generalizability	Yes	Generalizability of findings discussed in relation to other Arctic regions	file.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed in Conclusions	file.tsv
13.0	Conclusions	Yes	Clear conclusions provided	file.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements provided	file.tsv
14.1	Funding	Yes	Funding sources acknowledged	file.tsv
15.0	Conflicts of interest	Yes	Competing interests statement provided	file.tsv
16.0	Supplementary data & files	Yes	Supplementary information referenced	file.tsv
17.0	Sample & data availability	Yes	Data availability statement provided with DOI	file.tsv
18.0	AI usage	No	No statement about AI usage provided	file.tsv
