slot	has_enum_range	has_preferred_unit	name_components	quantity_value	range_of_slot	angstrom	atmosphere	beats per minute	cardinal direction	centimeter	cm^2)	colony forming units per gram of dry weight	colony forming units per milliliter	cp at degree celsius	cubic centimeter per cubic centimeter	cubic feet	cubic meter	cubic meter per day	cubic meter per minute	cubic meter per second	day	days	degree	degree celsius	degrees	degrees api	dpi	ergs per square centimeter per second	g	gram	gram carbon per kilogram sample material	gram of air	gram per cubic centimeter	gram per cubic meter	gram per gram	gram per kilogram soil	gram per liter	gram per square meter	gram per square meter per day	grams	gray	hour	hours	inch	joule per degree celsius	kilogram	kilogram of air	kilogram per kilogram	kilogram per metre square	kilogram per square meter	kilopascal	kilowatt per square metre	kilowatts per square meter per day	knots	liter	liter per hour	liters per second	lumens per square meter	lux	md	meter	meter per second	meter per square second	microeinstein per square centimeter per second	microeinstein per square meter per second	microgram	microgram per cubic meter	microgram per gram	microgram per liter	microliter	micrometer	micromole oxygen per liter per hour	micromole per kilogram	micromole per liter	millibar	milliequivalent per liter	milligram	milligram chlorophyll a per cubic meter	milligram per cubic meter	milligram per cubic meter per day	milligram per kilogram	milligram per liter	milliliter	millimeter	millimeter mercury	millimeter per year	millisiemens per centimeter	millivolt	mol m-2 s-1	mol per liter per hour	mole per liter	mole per liter per hour	nanogram per liter	nanometer	number of cells per gram (or ml	number of photons per second per unit area	part per million	parts per billion	parts per million	per day	per month	per week	percent	percentage	pound	practical salinity unit	rad	square centimeter	square feet	square meter	ton	volts	weeks	year	years	FWD:{ambiguous_nucleotides};REV:{ambiguous_nucleotides}	^({add_recov_methods});{date_time_stamp}$	^({termLabel} \[{termID}\])|{integer}$	^{PMID}|{DOI}|{URL}$	^{PMID}|{DOI}|{URL}|{text}$	^{adapter_A_DNA_sequence};{adapter_B_DNA_sequence}$	^{agrochemical_name};{amount} {unit};{date_time_stamp}$	^{ambiguous_nucleotides}$	^{boolean};(?:adverse event|non-compliance|lost to follow up|other)$	^{duration}$	^{float} *- *{float} {unit}$	^{float} days$	^{integer} {text}$	^{integer} {text}}$	^{integer}%\s*ANI;\s*{integer}%\s*AF;\s*{text}$	^{lat} {lon}$	^{name};{float} {unit}$	^{particulate_matter_name};{float} {unit}$	^{room_name};{room_number}$	^{scientific_float}( *- *{scientific_float})? *{text}$	^{software};{version};{parameters}$	^{termLabel} \[{termID}\]$	^{text} \[{NCBItaxon_id}\]$	^{text}: {text}, {text}$	^{text}|({termLabel} \[{termID}\])$	^{text}|{PMID}|{DOI}|{URL}$	acid	act	activ	add	admin	age	air	al	alkalinity	am	amp	animal	annual	antibiotic	appr	area	assembly	avg	bac	bin	biocide	biol	biomass	biotic	blood	body	build	built	carb	ceil	check	chem	class	clean	climate	collect	color	comp	compl	cond	condt	cons	cont	contact	contam	content	cool	count	cover	crop	cult	cur	data	date	db	deliv	dem	density	depth	device	dew	diet	dioxide	dis	disease	disord	diss	dna	door	dur	env	environment	equip	event	exp	ext	extr	fam	farm	feat	ferm	fertilizer	finish	floor	fluid	food	frac	freq	frict	fw	gaseous	genome	geo	geol	growth	hcr	health	heat	heavy	height	hist	horizon	host	humidity	id	ident	inc	indoor	info	infra	inorg	intended	iron	isol	kit	label	land	last	lib	life	light	link	lithology	loc	local	location	lysis	mass	mat	matter	mean	med	media	medium	metal	metals	meth	method	microb	mode	moisture	mold	month	name	nitro	nose	nucl	num	number	nutr	occup	of	org	orient	otu	out	oxy	oxygen	pH	pack	param	part	particles	pc	pcr	percent	ph	phosp	phosphate	photosynt	plant	point	porosity	pos	precpt	pred	prep	preserv	press	pressure	primary	proc	prod	product	qual	quality	rate	recover	ref	regm	rel	rep	result	room	root	route	salinity	samp	san	sat	sc	scale	score	screen	season	seq	sequencing	serovar	sex	shading	share	shared	site	six	size	slope	software	soil	soluble	sort	source	space	spec	specific	spikein	sr	stage	start	stat	state	status	stor	store	struc	study	subspecf	sulfate	surf	suspend	symbiont	syst	target	tax	taxid	tech	temp	texture	thermal	throat	time	tot	train	transmission	transport	trav	treat	treatment	tvdss	typ	type	urogenit	use	vegetation	vel	ventilation	vfa	vol	wall	water	weather	well	wga	wind	window	x16s	evidence_score	weighted_evidence_score	confirmed
microb_cult_med	False		3	False	string																																																																																																																																							True																																																				True																																																																																	True							True																																																																																																																																									-2	-0.666666666666667	
neg_cont_type	True		3	False	NegContTypeEnum																																																																																																																																																																																			True																																																																																																																																																																																																																									True																-2	-0.666666666666667	
nose_throat_disord	False		3	False	string																																																																																																																																																																																																										True																																																																																True																																																																																																							True																											-2	-0.666666666666667	
nucl_acid_amp	False		3	False	string																																																																																																																		True																							True										True																																																																																																																																								True																																																																																																																																	-2	-0.666666666666667	
oxy_stat_samp	True		3	False	OxyStatSampEnum																																																																																																																																																																																																																																																																																																					True																																									True																															True																																															-2	-0.666666666666667	
plant_reprod_crop	True		3	False	PlantReprodCropEnum																																																																																																																																																																																										True																																																																																																																									True																																																																																																									-2	-0.666666666666667	
pos_cont_type	False		3	False	string																																																																																																																																																																																			True																																																																																																																																			True																																																																																						True																-2	-0.666666666666667	
pred_genome_struc	True		3	False	PredGenomeStrucEnum																																																																																																																																																																																																																																				True																																																																																				True																																																										True																																										-2	-0.666666666666667	
rel_samp_loc	True		3	False	RelSampLocEnum																																																																																																																																																																																																																																																																				True																																																																			True							True																																																																														-2	-0.666666666666667	
room_door_share	False		3	False	string																																																																																																																																	True																																																																												True																																																																																																																													True																	True																																																																	-2	-0.666666666666667	
room_samp_pos	True		3	False	RoomSampPosEnum																																																																																																																																																																																																																																																																																																																						True																				True				True																																																																														-2	-0.666666666666667	
room_wall_share	False		3	False	string																																																																																																																																	True																																																																																																																																																																																																									True																	True																																																									True								-2	-0.666666666666667	
samp_capt_status	True		3	False	SampCaptStatusEnum																																																																																																																																																																																																																																																																																																																																														True																																	True																																													-2	-0.666666666666667	
samp_collect_method	False		3	False	string																																																																																																																			True																																																									True																																																																																																						True																																																												True																																																																														-2	-0.666666666666667	
samp_loc_condition	True		3	False	SampLocConditionEnum																																																																																																																																																																																																																																																																				True																																																																										True																																																																														-2	-0.666666666666667	
samp_sort_meth	False		3	False	string																																																																																																																																																																																																																																																																																	True																																																													True																						True																																																								-2	-0.666666666666667	
samp_stor_media	False		3	False	string																																																																																																																																							True																																																																																																																																						True																																																																	True																																		True																																												-2	-0.666666666666667	
samp_taxon_id	False		3	False	string																																																																																																																																					True																																																																																																												True																																																																																													True																																																																														-2	-0.666666666666667	
samp_transport_cont	True		3	False	SampTransportContEnum																																																																																																																																																																																			True																																																																																																																																																											True																																																								True																						-2	-0.666666666666667	
serovar_or_serotype	False		3	False	string																																																																																																																	True																																																																																																																																																																																																																																							True																																																																				-2	-0.666666666666667	
sim_search_meth	False		3	False	string																																																																																																																																			True																																																																																																																																														True																																																																																																																																											-2	-0.666666666666667	
source_mat_id	False		3	False	string																																																																																																																																																																																																																																																	True																								True																																																																																												True																																																							-2	-0.666666666666667	
space_typ_state	True		3	False	SpaceTypStateEnum																																																																																																																																																																																																																																																																																																																																																																						True								True																													True																	-2	-0.666666666666667	
sr_dep_env	True		3	False	SrDepEnvEnum																																																																																																																																																																																																															True																																																																																																																																																											True																																																		-2	-0.666666666666667	
sr_kerog_type	True		3	False	SrKerogTypeEnum																																																																																																																																																																																																																																																																																																																																																																										True																																		True																-2	-0.666666666666667	
study_complt_stat	False		3	False	string																																																																																																																							True																																																																																																																																																																																																																																																						True						True																																									-2	-0.666666666666667	
type_of_symbiosis	True		3	False	TypeOfSymbiosisEnum																																																																																																																																																																																																																																																																																																True																																																																																																												True																-2	-0.666666666666667	
urine_collect_meth	True		3	False	UrineCollectMethEnum																																																																																																																																																																												True																																																																																																					True																																																																																																																																											-2	-0.666666666666667	
vir_ident_software	False		3	False	string																																																																																																																																																																																																																																																		True																																																																																																															True																																																											-2	-0.666666666666667	
wall_const_type	True		3	False	WallConstTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True								True								-2	-0.666666666666667	
wall_surf_treatment	True		3	False	WallSurfTreatmentEnum																																																																																																																																																																																																																																																																																																																																																																																						True																			True											True								-2	-0.666666666666667	
wall_water_mold	True		3	False	MoldVisibilityEnum																																																																																																																																																																																																																																																																																						True																																																																																																																														True	True							-2	-0.666666666666667	
water_feat_type	True		3	False	WaterFeatTypeEnum																																																																																																																																																																																																																								True																																																																																																																																																																																				True									True							-2	-0.666666666666667	
window_horiz_pos	True		3	False	WindowHorizPosEnum																																																																																																																																																																																																																																																																																																																						True																																																																																																				True		-2	-0.666666666666667	
window_vert_pos	True		3	False	WindowVertPosEnum																																																																																																																																																																																																																																																																																																																						True																																																																																																				True		-2	-0.666666666666667	
window_water_mold	True		3	False	MoldVisibilityEnum																																																																																																																																																																																																																																																																																						True																																																																																																																															True					True		-2	-0.666666666666667	
x16s_recover_software	False		3	False	string																																																																																																																																			True																																																																																																																																																																																																	True																													True																																																										True	-2	-0.666666666666667	
host_infra_spec_name	False		4	False	string																																																																																																																																																																																																																																															True							True																																		True																																																																															True																																																					-3	-0.75	
nucl_acid_ext_kit	False		4	False	string																																																																																																																																									True																																																																											True																																							True																																True																																																																																																																																	-3	-0.75	
prev_land_use_meth	False		4	False	string																																																																																																																		True																																																																																																																																											True																				True																																																																																																																													True														-3	-0.75	
sym_life_cycle_type	True		4	False	SymLifeCycleTypeEnum																																																																																																																																																																																																																																																																True																																																																																																																																												True																-3	-0.75	
tiss_cult_growth_med	False		4	False	string																																																																																																																			True																																																																								True																																												True																																					True																																																																																																																																																-3	-0.75	
adapters	False		1	False	string																																																																																																																				True																																																																																																																																																																																																																																																																																																								-1	-1	
animal_sex	True		2	False	AnimalSexEnum																																																																																																																																																				True																																																																																																																																																																																																					True																																																																			-2	-1	
assembly_qual	True		2	False	AssemblyQualEnum																																																																																																																																																									True																																																																																																																																																																								True																																																																																											-2	-1	
assembly_software	False		2	False	string																																																																																																																																			True																						True																																																																																																																																																																																																								True																																																											-2	-1	
bin_param	True		2	False	BinParamEnum																																																																																																																																																												True																																																																																																																																													True																																																																																																																			-2	-1	
biol_stat	True		2	False	BiolStatEnum																																																																																																																																																														True																																																																																																																																																																																																															True																																															-2	-1	
ceil_cond	True		2	False	DamagedEnum																																																																																																																																																																						True										True																																																																																																																																																																																																																																												-2	-1	
ceil_finish_mat	True		3	False	CeilFinishMatEnum																																																																																																																																																																						True																																																					True																																														True																																																																																																																																																			-3	-1	
ceil_texture	True		2	False	CeilingWallTextureEnum																																																																																																																																																																						True																																																																																																																																																																																																																									True																													-2	-1	
ceil_type	True		2	False	CeilTypeEnum																																																																																																																																																																						True																																																																																																																																																																																																																																						True																-2	-1	
cult_result	True		2	False	CultResultEnum																																																																																																																																																																																											True																																																																																																																																														True																																																																																			-2	-1	
cur_vegetation	False		2	False	string																																																																																																																																																																																												True																																																																																																																																																																																																																			True													-2	-1	
depos_env	True		2	False	DeposEnvEnum																																																																																																																																																																																																															True																																																																																																																																																																																																													-2	-1	
door_cond	True		2	False	DamagedRupturedEnum																																																																																																																																																																																True																													True																																																																																																																																																																																																															-2	-1	
door_loc	True		2	False	CompassDirections8Enum																																																																																																																																																																																																													True																																																							True																																																																																																																																																								-2	-1	
door_mat	True		2	False	DoorMatEnum																																																																																																																																																																																																													True																																																												True																																																																																																																																																			-2	-1	
door_type	True		2	False	DoorTypeEnum																																																																																																																																																																																																													True																																																																																																																																																																																															True																-2	-1	
drainage_class	True		2	False	DrainageClassEnum																																																																																																																																																																									True																																																																																																																																																																																																																																																			-2	-1	
drawings	True		1	False	DrawingsEnum																																																																																																																																																																																																																																																																																																																																																																																																																												-1	-1	
env_broad_scale	False		3	False	string																																																																																																																																				True																																																																											True																																																																																																																																			True																																																																										-3	-1	
ext_wall_orient	True		3	False	CompassDirections8Enum																																																																																																																																																																																																																				True																																																																														True																																																																																																																		True								-3	-1	
ext_window_orient	True		3	False	CompassDirections8Enum																																																																																																																																																																																																																				True																																																																														True																																																																																																																								True		-3	-1	
facility_type	True		2	False	FacilityTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True																-2	-1	
fao_class	True		2	False	FaoClassEnum																																																																																																																																																																									True																																																																																																																																																																																																																																																			-2	-1	
feat_pred	False		2	False	string																																																																																																																																			True																																																																																					True																																																																																																True																																																																																																				-2	-1	
filter_type	True		2	False	FilterTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True																-2	-1	
fireplace_type	True		2	False	FireplaceTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True																-2	-1	
floor_cond	True		2	False	DamagedEnum																																																																																																																																																																																True																																												True																																																																																																																																																																																																-2	-1	
food_clean_proc	True		3	False	FoodCleanProcEnum																																																																																																																																																																										True																																																				True																																																																																																True																																																																																														-3	-1	
food_pack_medium	False		3	False	string																																																																																																																																																																																																																														True																																																True																										True																																																																																																																				-3	-1	
food_preserv_proc	False		3	False	string																																																																																																																																																																																																																														True																																																																																												True				True																																																																																														-3	-1	
food_prod	False		2	False	string																																																																																																																																				True																																																																																										True																																																																																																	True																																																																																													-2	-1	
food_product_type	False		3	False	string																																																																																																																																																																																																																														True																																																																																																		True																																																																												True																-3	-1	
food_quality_date	False		3	False	string																																																																																																																																																																																														True																																True																																																																																																				True																																																																																										-3	-1	
food_trav_mode	False		3	False	string																																																																																																																																				True																																																																																										True																																																						True																																																																																																																			True																					-3	-1	
food_treat_proc	False		3	False	string																																																																																																																																																																																																																														True																																																																																																True																																																																										True																				-3	-1	
furniture	True		1	False	FurnitureEnum																																																																																																																																																																																																																																																																																																																																																																																																																												-1	-1	
growth_habit	True		2	False	GrowthHabitEnum																																																																																																																																																																																																																																							True																																																																																																																																																																																					-2	-1	
growth_medium	False		2	False	string																																																																																																																																																																																																																																							True																																							True																																																																																																																																														-2	-1	
handidness	True		1	False	HandidnessEnum																																																																																																																																																																																																																																																																																																																																																																																																																												-1	-1	
hcr	True		1	False	HcrEnum																																																																																																																																																																																																																																								True																																																																																																																																																																																				-1	-1	
heat_cool_type	True		3	False	HeatCoolTypeEnum																																																																																																																																																																																							True																																																			True																																																																																																																																																																		True																-3	-1	
heat_sys_deliv_meth	True		4	False	HeatSysDelivMethEnum																																																																																																																																																																																																True																																										True																																							True																																																																																																																																											-4	-1	
host_growth_cond	False		3	False	string																																																																																																																			True																																																													True																																																							True								True																																																																																																																																																																													-3	-1	
light_type	True		2	False	LightTypeEnum																																																																																																																																																																																																																																																																	True																																																																																																																																											True																-2	-1	
link_class_info	False		3	False	string																																																																																																																																																																									True																																																																												True													True																																																																																																																																																										-3	-1	
link_climate_info	False		3	False	string																																																																																																																		True																																																									True																																																																										True													True																																																																																																																																																										-3	-1	
local_class	False		2	False	string																																																																																																																																																																									True																																																																																												True																																																																																																																																																							-2	-1	
mid	False		1	False	string																																																																																																																						True																																																																																																																																																																																																																																																																																																						-1	-1	
nucl_acid_ext	False		3	False	string																																																																																																																		True																							True																																																																											True																																																																							True																																																																																																																																	-3	-1	
otu_class_appr	False		3	False	string																																																																																																																													True																										True																		True																																																																																																																										True																																																																																																																									-3	-1	
otu_db	False		2	False	string																																																																																																																																																																																															True																																																																																																				True																																																																																																																									-2	-1	
pcr_cond	False		2	False	string																																																																																																																																																																																True																																																																																																																													True																																																																																																															-2	-1	
