Number	Item	Vote	Comments	Filename
3.9	Analytic sample size	Yes	60 soil samples total described, with 20 for proteomics	41564_2019_Article_449.tsv
4.0	Storage & preservation	Yes	Sample storage methods described (flash frozen, -80°C)	41564_2019_Article_449.tsv
4.1	Shipping	Yes	Shipping details provided (on ice within 24h)	41564_2019_Article_449.tsv
4.2	Extraction methods	Yes	DNA/protein extraction methods detailed	41564_2019_Article_449.tsv
4.3	Experiments & sample processing	Yes	Sample processing described in detail	41564_2019_Article_449.tsv
4.4	Library preparation	Yes	Metagenomic library prep described	41564_2019_Article_449.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable for this study type	41564_2019_Article_449.tsv
4.6	Primer selection	NA	Not applicable for this study type	41564_2019_Article_449.tsv
5.0	Positive controls	No	No positive controls described	41564_2019_Article_449.tsv
5.1	Negative controls	No	No negative controls described	41564_2019_Article_449.tsv
6.0	Quantification & quality assessments	Yes	Quality filtering and assessment described	41564_2019_Article_449.tsv
6.1	Contaminant mitigation & identification	No	No contamination control methods described	41564_2019_Article_449.tsv
6.2	Replication	Yes	Sample replication detailed (3 biological replicates)	41564_2019_Article_449.tsv
6.3	Sequencing methods	Yes	Sequencing platform and parameters described	41564_2019_Article_449.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Detailed proteomic methods provided	41564_2019_Article_449.tsv
6.5	Contextual & linked datasets	Yes	Links to data repositories provided	41564_2019_Article_449.tsv
6.6	Batch effects	Yes	Sample processing order and batches described	41564_2019_Article_449.tsv
7.0	Bioinformatics analyses	Yes	Detailed bioinformatics methods provided	41564_2019_Article_449.tsv
7.1	Quality control	Yes	QC steps described for sequence and protein data	41564_2019_Article_449.tsv
7.2	Normalization	Yes	Data normalization methods described	41564_2019_Article_449.tsv
7.3	Database information	Yes	Reference databases described	41564_2019_Article_449.tsv
7.4	Statistical methods	Yes	Statistical analyses detailed	41564_2019_Article_449.tsv
7.5	Missing data	No	No discussion of missing data handling	41564_2019_Article_449.tsv
7.6	Bias & confounding variables	Yes	Potential biases discussed	41564_2019_Article_449.tsv
7.7	Subgroup analysis	Yes	Depth and treatment-based analyses described	41564_2019_Article_449.tsv
7.8	Sensitivity analyses	Yes	Permutation tests and sensitivity analyses described	41564_2019_Article_449.tsv
7.9	Criteria for significance	Yes	Statistical significance criteria defined	41564_2019_Article_449.tsv
8.0	Metadata access	Yes	Data availability statement provided	41564_2019_Article_449.tsv
8.1	Host data access (if applicable)	NA	No host data involved	41564_2019_Article_449.tsv
8.2	Raw data access	Yes	Raw data accessibility described (NCBI BioProject)	41564_2019_Article_449.tsv
8.3	Processed data access	Yes	Processed data availability described	41564_2019_Article_449.tsv
8.4	Software & source code access	Yes	Code availability on GitHub described	41564_2019_Article_449.tsv
8.5	Reproducible research	Yes	Methods enable reproduction	41564_2019_Article_449.tsv
9.0	Descriptive data	Yes	Sample characteristics described	41564_2019_Article_449.tsv
10.0	Microbiome sequencing data	NA	Not traditional microbiome sequencing	41564_2019_Article_449.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Proteomic data described and available	41564_2019_Article_449.tsv
10.2	Statistical analyses	Yes	Statistical results reported throughout	41564_2019_Article_449.tsv
10.3	Figures, tables, & captions	Yes	Clear figures with detailed captions	41564_2019_Article_449.tsv
11.0	Key results	Yes	Key findings summarized	41564_2019_Article_449.tsv
11.1	Interpretation	Yes	Results interpreted in context of field	41564_2019_Article_449.tsv
11.2	Limitations	Yes	Study limitations discussed	41564_2019_Article_449.tsv
11.3	Generalizability	Yes	Broader implications discussed	41564_2019_Article_449.tsv
12.0	Ongoing & future work	Yes	Future directions described	41564_2019_Article_449.tsv
13.0	Conclusions	Yes	Clear conclusions provided	41564_2019_Article_449.tsv
14.0	Acknowledgements	Yes	Acknowledgements section present	41564_2019_Article_449.tsv
14.1	Funding	Yes	Funding information provided	41564_2019_Article_449.tsv
15.0	Conflicts of interest	Yes	Competing interests section included	41564_2019_Article_449.tsv
16.0	Supplementary data & files	Yes	Supplementary data described and available	41564_2019_Article_449.tsv
17.0	Sample & data availability	Yes	Data availability detailed	41564_2019_Article_449.tsv
18.0	AI usage	No	No mention of AI usage	41564_2019_Article_449.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present with background, methods, results and significance (lines 13-33)	2022.12.12.520098v2.full.tsv
1.1	Study design	Yes	Study design described in abstract - pilot study with standardized sampling and molecular analysis	2022.12.12.520098v2.full.tsv
1.2	Environmental & sample information	Yes	Abstract describes soil samples across CONUS with focus on molecular composition and structure	2022.12.12.520098v2.full.tsv
1.3	Host information (if applicable)	NA	No host organisms involved in this study	2022.12.12.520098v2.full.tsv
1.4	Experiments & omics methods	Yes	Abstract describes FTICR-MS and XCT methods plus other molecular analyses	2022.12.12.520098v2.full.tsv
1.5	Analyses & results	Yes	Abstract summarizes key analyses and findings related to wildfire impacts on soil	2022.12.12.520098v2.full.tsv
2.0	Background & rationale	Yes	Introduction provides extensive background on soil carbon cycling and rationale for molecular-level analyses	2022.12.12.520098v2.full.tsv
2.1	Hypotheses or questions	Yes	Research objectives stated clearly to develop CONUS-scale molecular database and demonstrate utility through wildfire case study	2022.12.12.520098v2.full.tsv
3.0	Study design	Yes	Study design described in Data Generation Overview section (lines 108-145)	2022.12.12.520098v2.full.tsv
3.1	Samples	Yes	Sample collection and preparation detailed in Approach section and Fig 1B	2022.12.12.520098v2.full.tsv
3.2	Environmental context & geographic location	Yes	Geographic locations provided in map (Fig 1A) and site descriptions	2022.12.12.520098v2.full.tsv
3.3	Relevant dates	Yes	Sample collection dates provided (e.g., November 2021 for case study)	2022.12.12.520098v2.full.tsv
3.4	Host(s) (if applicable)	NA	No host organisms involved	2022.12.12.520098v2.full.tsv
3.5	Ethics	Yes	Acknowledgment of tribal leaders and permits mentioned (lines 337-338)	2022.12.12.520098v2.full.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental conditions and site history described in case study 	2022.12.12.520098v2.full.tsv
3.7	Sample collection	Yes	Detailed sample collection methods provided in Approach section	2022.12.12.520098v2.full.tsv
3.8	Eligibility/selection criteria	Yes	Sample selection criteria described in Dataset Description	2022.12.12.520098v2.full.tsv
3.9	Analytic sample size	Yes	Sample sizes specified (76 cores total, 3 for case study)	2022.12.12.520098v2.full.tsv
4.0	Storage & preservation	Yes	Sample shipping and storage described (lines 108-109)	2022.12.12.520098v2.full.tsv
4.1	Shipping	Yes	Shipping methods described (shipped on ice within 24h)	2022.12.12.520098v2.full.tsv
4.2	Extraction methods	Yes	Multiple extraction methods detailed in Data Generation Overview	2022.12.12.520098v2.full.tsv
4.3	Experiments & sample processing	Yes	Sample processing detailed extensively in Methods	2022.12.12.520098v2.full.tsv
4.4	Library preparation	NA	Not applicable - no sequencing library prep	2022.12.12.520098v2.full.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable - no sequencing involved	2022.12.12.520098v2.full.tsv
4.6	Primer selection	NA	Not applicable - no PCR/sequencing performed	2022.12.12.520098v2.full.tsv
5.0	Positive controls	No	No positive controls described	2022.12.12.520098v2.full.tsv
5.1	Negative controls	No	No negative controls described	2022.12.12.520098v2.full.tsv
6.0	Quantification & quality assessments	Yes	Quality assessment methods described for various analyses	2022.12.12.520098v2.full.tsv
6.1	Contaminant mitigation & identification	No	No contamination control methods described	2022.12.12.520098v2.full.tsv
6.2	Replication	Yes	Replicate cores collected (2x 30cm cores per site)	2022.12.12.520098v2.full.tsv
6.3	Sequencing methods	NA	Not applicable - no sequencing performed	2022.12.12.520098v2.full.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	FTICR-MS methods described in detail	2022.12.12.520098v2.full.tsv
6.5	Contextual & linked datasets	Yes	Data availability described (Zenodo repository)	2022.12.12.520098v2.full.tsv
6.6	Batch effects	No	No discussion of batch effects	2022.12.12.520098v2.full.tsv
7.0	Bioinformatics analyses	Yes	Data analysis methods described for FTICR-MS and XCT	2022.12.12.520098v2.full.tsv
7.1	Quality control	Yes	Data QC described for various analyses	2022.12.12.520098v2.full.tsv
7.2	Normalization	Yes	Data normalization described for analyses	2022.12.12.520098v2.full.tsv
7.3	Database information	Yes	Reference databases described (e.g., KEGG)	2022.12.12.520098v2.full.tsv
7.4	Statistical methods	Yes	Statistical methods described in case study	2022.12.12.520098v2.full.tsv
7.5	Missing data	No	No discussion of missing data handling	2022.12.12.520098v2.full.tsv
7.6	Bias & confounding variables	Yes	Limitations and potential biases discussed	2022.12.12.520098v2.full.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses by depth and burn history	2022.12.12.520098v2.full.tsv
7.8	Sensitivity analyses	No	No sensitivity analyses described	2022.12.12.520098v2.full.tsv
7.9	Criteria for significance	Yes	Statistical significance criteria stated	2022.12.12.520098v2.full.tsv
8.0	Metadata access	Yes	Data availability via Zenodo described	2022.12.12.520098v2.full.tsv
8.1	Host data access (if applicable)	NA	No host data involved	2022.12.12.520098v2.full.tsv
8.2	Raw data access	Yes	Raw data availability described	2022.12.12.520098v2.full.tsv
8.3	Processed data access	Yes	Processed data availability described	2022.12.12.520098v2.full.tsv
8.4	Software & source code access	Yes	Software and analysis tools cited	2022.12.12.520098v2.full.tsv
8.5	Reproducible research	Yes	Reproducibility addressed through data/code availability	2022.12.12.520098v2.full.tsv
9.0	Descriptive data	Yes	Sample characteristics described in detail	2022.12.12.520098v2.full.tsv
10.0	Microbiome sequencing data	NA	Not applicable - no microbiome sequencing	2022.12.12.520098v2.full.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	FTICR-MS data reported	2022.12.12.520098v2.full.tsv
10.2	Statistical analyses	Yes	Statistical analyses reported throughout Results	2022.12.12.520098v2.full.tsv
10.3	Figures, tables, & captions	Yes	Multiple informative figures with detailed captions	2022.12.12.520098v2.full.tsv
11.0	Key results	Yes	Key findings summarized in Case Study Conclusions	2022.12.12.520098v2.full.tsv
11.1	Interpretation	Yes	Results interpreted in context of wildfire impacts	2022.12.12.520098v2.full.tsv
11.2	Limitations	Yes	Study limitations discussed (e.g., small sample size)	2022.12.12.520098v2.full.tsv
11.3	Generalizability	Yes	Broader implications discussed	2022.12.12.520098v2.full.tsv
12.0	Ongoing & future work	Yes	Future directions discussed in final section	2022.12.12.520098v2.full.tsv
13.0	Conclusions	Yes	Conclusions provided in final paragraph	2022.12.12.520098v2.full.tsv
14.0	Acknowledgements	Yes	Acknowledgements section present	2022.12.12.520098v2.full.tsv
14.1	Funding	Yes	Funding sources detailed	2022.12.12.520098v2.full.tsv
15.0	Conflicts of interest	Yes	Disclaimer statement included	2022.12.12.520098v2.full.tsv
16.0	Supplementary data & files	Yes	Supplementary data referenced	2022.12.12.520098v2.full.tsv
17.0	Sample & data availability	Yes	Data availability described with repository links	2022.12.12.520098v2.full.tsv
18.0	AI usage	No	No mention of AI usage	2022.12.12.520098v2.full.tsv
1.0	Structured or unstructured abstract	Yes	Contains unstructured abstract with background, methods, results, significance	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.1	Study design	Yes	Describes experimental approach with EcoFAB 2.0 devices and soil treatments in abstract	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.2	Environmental & sample information	Yes	Describes soil and maize litter samples obtained from Scheyern, Germany	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.3	Host information (if applicable)	Yes	Maize (Zea mays L.) leaf samples characterized with C/N content specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.4	Experiments & omics methods	Yes	Details LC-MS/MS and 16S rRNA sequencing methods	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.5	Analyses & results	Yes	Reports findings on diversity effects on decomposition rates	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
2.0	Background & rationale	Yes	Comprehensive introduction with citations establishing importance of plant litter decomposition	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
2.1	Hypotheses or questions	Yes	Clear hypotheses stated on pg. 2 regarding iN form and starvation effects	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.0	Study design	Yes	Details experimental design with three soil treatments and controls	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.1	Samples	Yes	Describes soil and litter sample collection and processing (pg. 3)	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.2	Environmental context & geographic location	Yes	Agricultural field in Scheyern, Germany with coordinates provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.3	Relevant dates	Yes	October 2015 sampling date specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.4	Host(s) (if applicable)	Yes	Maize characteristics described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.5	Ethics	NA	Not required for plant/soil research	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.6	Environmental conditions & experimental treatments	Yes	Detailed experimental conditions described in Methods	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.7	Sample collection	Yes	Complete sampling protocols provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.8	Eligibility/selection criteria	Yes	Sample inclusion criteria specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
3.9	Analytic sample size	Yes	Three replicates per treatment specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.0	Storage & preservation	Yes	Sample storage conditions described (-20°C)	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.1	Shipping	No	Not mentioned	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.2	Extraction methods	Yes	DNA extraction methods detailed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.3	Experiments & sample processing	Yes	Complete processing protocols provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.4	Library preparation	Yes	Library prep for sequencing detailed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	PCR and sequencing protocols specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
4.6	Primer selection	Yes	Primer information provided in Methods	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
5.0	Positive controls	No	Not mentioned	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
5.1	Negative controls	Yes	Extraction controls mentioned	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.0	Quantification & quality assessments	Yes	Quality control steps described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.1	Contaminant mitigation & identification	Yes	Contamination control measures described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.2	Replication	Yes	Three replicates per treatment	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.3	Sequencing methods	Yes	Detailed sequencing methods provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	LC-MS/MS methods detailed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.5	Contextual & linked datasets	Yes	Data availability stated	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
6.6	Batch effects	No	Not discussed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.0	Bioinformatics analyses	Yes	Complete bioinformatics pipeline described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.1	Quality control	Yes	QC steps detailed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.2	Normalization	Yes	Data normalization methods described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.3	Database information	Yes	SILVA database version specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.4	Statistical methods	Yes	Statistical analyses detailed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.5	Missing data	No	Not addressed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.6	Bias & confounding variables	Yes	Potential confounders discussed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.7	Subgroup analysis	Yes	Treatment group comparisons described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.8	Sensitivity analyses	No	Not mentioned	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
7.9	Criteria for significance	Yes	Statistical significance criteria specified	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.0	Metadata access	Yes	Data accession numbers provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.1	Host data access (if applicable)	Yes	Maize characteristics data provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.2	Raw data access	Yes	Sequence data deposited in NCBI SRA	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.3	Processed data access	Yes	Processed data availability stated	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.4	Software & source code access	Yes	Analysis code available on GitHub	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
8.5	Reproducible research	Yes	Methods thoroughly described for reproducibility	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
9.0	Descriptive data	Yes	Sample characteristics provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
10.0	Microbiome sequencing data	Yes	Sequencing results reported	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	LC-MS/MS results reported	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
10.2	Statistical analyses	Yes	Statistical results presented	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
10.3	Figures, tables, & captions	Yes	Clear figures with detailed captions	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
11.0	Key results	Yes	Main findings summarized	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
11.1	Interpretation	Yes	Results discussed in context	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
11.2	Limitations	Yes	Study limitations discussed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
11.3	Generalizability	Yes	Result generalizability addressed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
12.0	Ongoing & future work	Yes	Future directions outlined	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
13.0	Conclusions	Yes	Clear conclusions presented	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
14.0	Acknowledgements	Yes	Funding and contributions acknowledged	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
14.1	Funding	Yes	Funding sources listed	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
15.0	Conflicts of interest	Yes	COI statement included	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
16.0	Supplementary data & files	Yes	Supplementary materials described	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
17.0	Sample & data availability	Yes	Data availability statement provided	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
18.0	AI usage	No	No mention of AI use	Soil_Bacterial_Diversity_Is_Positively_Correlated_.tsv
1.0	Structured or unstructured abstract	Yes	Contains structured abstract with background, methods, results, conclusions and significance, p.1149	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.1	Study design	Yes	"Abstract states ""utilized fabricated ecosystem (EcoFAB) devices to grow the model grass Brachypodium distachyon in three distinct media across four laboratories"", p.1149"	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.2	Environmental & sample information	Yes	"Abstract describes three media conditions studied: ""phosphate-sufficient and -deficient mineral media"" and ""complex, sterile soil extract"", p.1149"	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.3	Host information (if applicable)	Yes	Abstract specifies use of model grass Brachypodium distachyon, p.1149	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.4	Experiments & omics methods	Yes	Abstract mentions metabolic profiles, tissue weight and phosphate content measurements, p.1149	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.5	Analyses & results	Yes	Abstract reports key findings: consistent measurements across labs, distinct profiles between treatments, and depletion of metabolites, p.1149	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
2.0	Background & rationale	Yes	Introduction provides detailed background on plant-soil interactions and challenges in studying them, pp.1149-1150	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
2.1	Hypotheses or questions	Yes	"States hypothesis: ""We hypothesized that the use of the EcoFAB system produces data reproducible across laboratories, and that B. distachyon grown in the various media would result in distinct metabolic and morphological changes."" p.1152"	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.0	Study design	Yes	Detailed experimental design described in Methods section including observational measurements and treatments, pp.1150-1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.1	Samples	Yes	Describes sample types including root tissue, shoot tissue, and exudates, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.2	Environmental context & geographic location	Yes	Laboratory conditions detailed including light/dark cycles, temperature, and growth chamber specifications, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.3	Relevant dates	No	Specific dates of experiment not provided	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.4	Host(s) (if applicable)	Yes	B. distachyon Bd21-3 strain specified with citation, p.1150	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.5	Ethics	NA	Not applicable for plant study	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.6	Environmental conditions & experimental treatments	Yes	Growth conditions and media compositions detailed in Methods, pp.1150-1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.7	Sample collection	Yes	Sample collection procedures described for tissue and exudates, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.8	Eligibility/selection criteria	Yes	Reports selection of seedlings of comparable size distributed randomly to EcoFABs, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
3.9	Analytic sample size	Yes	Reports quadruplicate samples for each condition, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.0	Storage & preservation	Yes	Describes freezing of samples at -80°C, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.1	Shipping	Yes	Mentions shipping of samples to laboratory 1 for analysis, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.2	Extraction methods	Yes	Details metabolite extraction methods, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.3	Experiments & sample processing	Yes	Sample processing methods detailed including homogenization and extraction, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.4	Library preparation	NA	Not applicable - no sequencing performed	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable - no sequencing performed	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
4.6	Primer selection	NA	Not applicable - no sequencing performed	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
5.0	Positive controls	Yes	Control EcoFABs without plants described, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
5.1	Negative controls	Yes	Control EcoFABs without plants and sterility monitoring described, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.0	Quantification & quality assessments	Yes	Details LC-MS quality control methods and standards, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.1	Contaminant mitigation & identification	Yes	Reports monitoring of sterility and exclusion of contaminated chambers, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.2	Replication	Yes	Reports quadruplicate biological replicates, p.1151	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.3	Sequencing methods	NA	Not applicable - no sequencing performed	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Detailed LC-MS methods provided, pp.1152-1153	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.5	Contextual & linked datasets	Yes	Root imaging and phosphate content measurements described alongside metabolomics data, pp.1151-1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
6.6	Batch effects	Yes	Discusses interlaboratory variation and standardization efforts, p.1155	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.0	Bioinformatics analyses	Yes	Metabolite identification and statistical analysis methods detailed, pp.1152-1153	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.1	Quality control	Yes	Describes QC samples, standards, and data filtering, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.2	Normalization	Yes	Details normalization of metabolite peak heights, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.3	Database information	Yes	References Metabolite Atlas and standards library, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.4	Statistical methods	Yes	Details statistical analyses including PCA, clustering, and ANOVA, pp.1152-1153	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.5	Missing data	No	No explicit discussion of missing data handling	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.6	Bias & confounding variables	Yes	Discusses potential sources of variation between laboratories, p.1155	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.7	Subgroup analysis	Yes	Reports analysis by experimental condition and laboratory, p.1155	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.8	Sensitivity analyses	No	No explicit sensitivity analyses reported	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
7.9	Criteria for significance	Yes	Reports use of ANOVA with α=0.05, p.1153	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
8.0	Metadata access	Yes	Supporting information tables described, p.1160	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
8.1	Host data access (if applicable)	Yes	References B. distachyon strain and citation, p.1150	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
8.2	Raw data access	Yes	Supplementary data tables referenced, p.1160	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
