accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7723910	Generic.1.0	Generic	live	2020-12-19T16:05:58.073	public	17116492	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.746	EBI	sediment sample CC3	freshwater sediment metagenome	556182	freshwater sediment metagenome	2832	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s003	sediment															3.78																																					
SAMEA7723911	Generic.1.0	Generic	live	2020-12-19T16:05:58.120	public	17116493	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.793	EBI	sediment sample A1	freshwater sediment metagenome	556182	freshwater sediment metagenome	2852	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s004	sediment															7.68																																					
SAMEA7723912	Generic.1.0	Generic	live	2020-12-19T16:05:58.170	public	17116494	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.840	EBI	sediment sample A2	freshwater sediment metagenome	556182	freshwater sediment metagenome	1988	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s005	sediment															7.83																																					
SAMEA7723913	Generic.1.0	Generic	live	2020-12-19T16:05:58.217	public	17116495	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.890	EBI	sediment sample A4	freshwater sediment metagenome	556182	freshwater sediment metagenome	1609	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s007	sediment															8.44																																					
SAMEA7723914	Generic.1.0	Generic	live	2020-12-19T16:05:58.263	public	17116496	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.936	EBI	sediment sample SJ1	freshwater sediment metagenome	556182	freshwater sediment metagenome	1735	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s008	sediment															8.87																																					
SAMEA7723915	Generic.1.0	Generic	live	2020-12-19T16:05:58.310	public	17116497	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:42.966	EBI	sediment sample SJ3	freshwater sediment metagenome	556182	freshwater sediment metagenome	1598	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River			Animas Watershed	qiita_sid_13114:13114.mayer.34.s010	sediment															8.25																																					
SAMEA7723916	Generic.1.0	Generic	live	2020-12-19T16:05:58.357	public	17116498	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.013	EBI	anammox biomass from bioreactor (replicate 1)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s001	bioreactor biomass															7.4																																					
SAMEA7723917	Generic.1.0	Generic	live	2020-12-19T16:05:58.403	public	17116499	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.060	EBI	anammox biomass from bioreactor (replicate 2)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s002	bioreactor biomass															7.4																																					
SAMEA7723919	Generic.1.0	Generic	live	2020-12-19T16:05:58.467	public	17116500	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.106	EBI	anammox biomass from bioreactor (replicate 3)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s003	bioreactor biomass															7.4																																					
SAMEA7723920	Generic.1.0	Generic	live	2020-12-19T16:05:58.513	public	17116501	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.140	EBI	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	activated sludge metagenome	942017	activated sludge metagenome	226	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Total Nutrient Removal bioreactor	qiita_sid_13114:13114.mcmahon.21.s008	bioreactor biomass															7.9																																					
SAMEA7723921	Generic.1.0	Generic	live	2020-12-19T16:05:58.573	public	17116502	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.186	EBI	biomass from nitritation reactor (replicate 1)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s011	bioreactor biomass															7.5																																					
SAMEA7723922	Generic.1.0	Generic	live	2020-12-19T16:05:58.620	public	17116503	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.233	EBI	biomass from nitritation reactor (replicate 2)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s012	bioreactor biomass															7.5																																					
SAMEA7723923	Generic.1.0	Generic	live	2020-12-19T16:05:58.670	public	17116504	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.263	EBI	biomass from nitritation reactor (replicate 3)	activated sludge metagenome	942017	activated sludge metagenome	1288	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT			Anammox Bioreactor	qiita_sid_13114:13114.mcmahon.21.s013	bioreactor biomass															7.5																																					
SAMEA7723924	Generic.1.0	Generic	live	2020-12-19T16:05:58.717	public	17116505	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.310	EBI	10141.D.soil.T4.1	soil metagenome	410658	soil metagenome	1624.1	temperate desert biome	desert sand	soil	soil	USA: State of Colorado,City of Boulder			Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s003	soil															8.087		soil type	desert																																		
SAMEA7723925	Generic.1.0	Generic	live	2020-12-19T16:05:58.793	public	17116506	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.356	EBI	10141.D.soil.T5.1	soil metagenome	410658	soil metagenome	1624.1	temperate desert biome	desert sand	soil	soil	USA: State of Colorado,City of Boulder			Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s004	soil															8.407		soil type	desert																																		
SAMEA7723926	Generic.1.0	Generic	live	2020-12-19T16:05:58.840	public	17116507	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.390	EBI	10141.G.soil.T5.5	soil metagenome	410658	soil metagenome	1624.1	temperate grassland biome	grassland soil	soil	soil	USA: State of Colorado,City of Boulder			Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s012	soil															9.12		soil type	grassland																																		
SAMEA7723927	Generic.1.0	Generic	live	2020-12-19T16:05:58.887	public	17116508	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.436	EBI	10143.016.4.25.2013.Soil.ctrl.ctrlB	soil metagenome	410658	soil metagenome	113.1	temperate coniferous forest biome	forest soil	soil	soil	USA: State of Texas,City of Huntsville			Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s014	soil															not provided		soil type	pine forest																																		
SAMEA7723928	Generic.1.0	Generic	live	2020-12-19T16:05:58.933	public	17116509	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.466	EBI	quail manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba			Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s006	stool					UBERON:feces	UBERON:feces	UBERON:feces	common quail	Coturnix coturnix	9091	herbivore/insectivore																																									
SAMEA7723929	Generic.1.0	Generic	live	2020-12-19T16:05:58.980	public	17116510	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.530	EBI	Surface sample at Scripps Pier	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:Scripps Canyon			San Diego seawater	qiita_sid_13114:13114.palenik.42.s001	seawater															not provided																																					
SAMEA7723930	Generic.1.0	Generic	live	2020-12-19T16:05:59.043	public	17116511	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.576	EBI	Offshore of Scripps pier, 50m	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:Scripps Canyon			San Diego seawater	qiita_sid_13114:13114.palenik.42.s003	seawater															not provided																																					
SAMEA7723931	Generic.1.0	Generic	live	2020-12-19T16:05:59.090	public	17116512	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.606	EBI	Offshore of Scripps pier, 100m	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:Scripps Canyon			San Diego seawater	qiita_sid_13114:13114.palenik.42.s004	seawater															not provided																																					
SAMEA7723932	Generic.1.0	Generic	live	2020-12-19T16:05:59.137	public	17116513	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.653	EBI	San Diego Bay	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay			San Diego seawater	qiita_sid_13114:13114.palenik.42.s005	seawater															7.48																																					
SAMEA7723933	Generic.1.0	Generic	live	2020-12-19T16:05:59.183	public	17116514	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.686	EBI	San Diego Bay	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay			San Diego seawater	qiita_sid_13114:13114.palenik.42.s006	seawater															7.53																																					
SAMEA7723934	Generic.1.0	Generic	live	2020-12-19T16:05:59.230	public	17116515	2021-08-23T00:27:19.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.733	EBI	San Diego Bay	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay			San Diego seawater	qiita_sid_13114:13114.palenik.42.s007	seawater															7.66																																					
SAMEA7723935	Generic.1.0	Generic	live	2020-12-19T16:05:59.293	public	17116516	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.763	EBI	San Diego Bay	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay			San Diego seawater	qiita_sid_13114:13114.palenik.42.s010	seawater															7.78																																					
SAMEA7723936	Generic.1.0	Generic	live	2020-12-19T16:05:59.340	public	17116517	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.810	EBI	San Diego Bay	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay			San Diego seawater	qiita_sid_13114:13114.palenik.42.s011	seawater															7.8																																					
SAMEA7723937	Generic.1.0	Generic	live	2020-12-19T16:05:59.387	public	17116518	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.856	EBI	CCE Cruise Cycle 1, Deep Chlorophyll Maximum	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s012	seawater															not provided																																					
SAMEA7723938	Generic.1.0	Generic	live	2020-12-19T16:05:59.433	public	17116519	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.936	EBI	CCE Cruise Cycle 1, Mixed Layer	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s013	seawater															not provided																																					
SAMEA7723939	Generic.1.0	Generic	live	2020-12-19T16:05:59.480	public	17116520	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:43.966	EBI	CCE Cruise Cycle 1, deep sample	marine metagenome	408172	marine metagenome	0	neritic bathypelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s014	seawater															not provided																																					
SAMEA7723940	Generic.1.0	Generic	live	2020-12-19T16:05:59.543	public	17116521	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.013	EBI	CCE Cruise Cycle 2, Deep Chlorophyll Maximum	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s015	seawater															not provided																																					
SAMEA7723941	Generic.1.0	Generic	live	2020-12-19T16:05:59.590	public	17116522	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.060	EBI	CCE Cruise cycle 2, Surface	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s016	seawater															not provided																																					
SAMEA7723942	Generic.1.0	Generic	live	2020-12-19T16:05:59.637	public	17116523	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.090	EBI	CCE Cruise Cycle 4, Deep Chlorophyll Maximum	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s019	seawater															not provided																																					
SAMEA7723943	Generic.1.0	Generic	live	2020-12-19T16:05:59.683	public	17116524	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.140	EBI	CCE Cruise Cycle 4, Surface	marine metagenome	408172	marine metagenome	0	neritic epipelagic zone biome	ocean	water	sea water	North Pacific Ocean:North East Pacific Ocean coastal waters of California			San Diego seawater	qiita_sid_13114:13114.palenik.42.s020	seawater															not provided																																					
SAMEA7723944	Generic.1.0	Generic	live	2020-12-19T16:05:59.747	public	17116525	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.186	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s001	soil																																																				
SAMEA7723945	Generic.1.0	Generic	live	2020-12-19T16:05:59.793	public	17116526	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.233	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s002	soil																																																				
SAMEA7723946	Generic.1.0	Generic	live	2020-12-19T16:05:59.840	public	17116527	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.280	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s003	soil																																																				
SAMEA7723947	Generic.1.0	Generic	live	2020-12-19T16:05:59.903	public	17116528	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.310	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s004	soil																																																				
SAMEA7723948	Generic.1.0	Generic	live	2020-12-19T16:06:00.013	public	17116529	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.356	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s005	soil																																																				
SAMEA7723949	Generic.1.0	Generic	live	2020-12-19T16:06:00.090	public	17116530	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.390	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	soil	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s006	soil																																																				
SAMEA7723950	Generic.1.0	Generic	live	2020-12-19T16:06:00.137	public	17116531	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.436	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s009	water																																																				
SAMEA7723951	Generic.1.0	Generic	live	2020-12-19T16:06:00.183	public	17116532	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.466	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s010	water																																																				
SAMEA7723952	Generic.1.0	Generic	live	2020-12-19T16:06:00.247	public	17116533	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.513	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Hook Island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s011	water																																																				
SAMEA7723953	Generic.1.0	Generic	live	2020-12-19T16:06:00.293	public	17116534	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.543	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s012	water																																																				
SAMEA7723954	Generic.1.0	Generic	live	2020-12-19T16:06:00.357	public	17116535	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.590	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s013	water																																																				
SAMEA7723955	Generic.1.0	Generic	live	2020-12-19T16:06:00.403	public	17116536	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.623	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s014	water																																																				
SAMEA7723956	Generic.1.0	Generic	live	2020-12-19T16:06:00.450	public	17116537	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.670	EBI	Glacial transect	soil metagenome	410658	soil metagenome	0	tundra biome	glacier	soil	water	Arctic Ocean:Franz Josef Land,Luigi island			Arctic glacier transect	qiita_sid_13114:13114.rohwer.84.s015	water																																																				
SAMEA7723957	Generic.1.0	Generic	live	2020-12-19T16:06:00.497	public	17116538	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.700	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s001	sediment																																																				
SAMEA7723958	Generic.1.0	Generic	live	2020-12-19T16:06:00.543	public	17116539	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.746	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s003	sediment																																																				
SAMEA7723959	Generic.1.0	Generic	live	2020-12-19T16:06:00.607	public	17116540	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.780	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s005	sediment																																																				
SAMEA7723960	Generic.1.0	Generic	live	2020-12-19T16:06:00.653	public	17116541	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.826	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s012	sediment																																																				
SAMEA7723961	Generic.1.0	Generic	live	2020-12-19T16:06:00.700	public	17116542	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.873	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s014	sediment																																																				
SAMEA7723962	Generic.1.0	Generic	live	2020-12-19T16:06:00.763	public	17116543	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.920	EBI	sediment from Iberian Abyssal Plain	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean,Iberian Abyssal Plain			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s018	sediment																																																				
SAMEA7723963	Generic.1.0	Generic	live	2020-12-19T16:06:00.840	public	17116544	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.950	EBI	sediment from Guatemala Basin	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean,Guatemala Basin			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s022	sediment																																																				
SAMEA7723964	Generic.1.0	Generic	live	2020-12-19T16:06:00.887	public	17116545	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:44.996	EBI	sediment from Guatemala Basin	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean,Guatemala Basin			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s024	sediment																																																				
SAMEA7723965	Generic.1.0	Generic	live	2020-12-19T16:06:00.933	public	17116546	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.043	EBI	sediment from Guatemala Basin	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean,Guatemala Basin			Deep marine sediments	qiita_sid_13114:13114.rohwer.85.s026	sediment																																																				
SAMEA7723966	Generic.1.0	Generic	live	2020-12-19T16:06:00.997	public	17116547	2021-08-23T00:27:20.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.076	EBI	sediment from Cuatro Cienegas Basin, Mexico	marine sediment metagenome	412755	marine sediment metagenome	0	marine benthic biome	marine benthic feature	sediment	sediment	Mexico:State of Coahuila de Zaragoza,Cuatro Cienegas Basin,Pozas Azules II			Mexico mats and sediment	qiita_sid_13114:13114.rohwer.86.s002	sediment																																																				
SAMEA7723967	Generic.1.0	Generic	live	2020-12-19T16:06:01.060	public	17116548	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.123	EBI	Triakis semifasciata captive duodenum valve contents	gut metagenome	749906	gut metagenome	0	marine biome	animal-associated habitat	host-associated	intestine environment	USA: State of California,La Jolla Cove			SCB_elasmo	qiita_sid_13114:13114.sandin.54.s007	fish gut contents	not provided		not provided		UBERON:gastrointestinal system	UBERON:digestive tract	UBERON:lumen of gut	leopard shark		30493	carnivore	juvenile	male												squid																											
SAMEA7723968	Generic.1.0	Generic	live	2020-12-19T16:06:01.107	public	17116549	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.170	EBI	Eptatretus stoutii captive gut contents	gut metagenome	749906	gut metagenome	0	marine biome	animal-associated habitat	host-associated	intestine environment	USA: State of California,Scripps Coastal Reserve			SCB_myxini	qiita_sid_13114:13114.sandin.54.s009	fish gut contents	1 day		-80Celsius		UBERON:gastrointestinal system	UBERON:digestive tract	UBERON:lumen of gut	Pacific hagfish		7765	necrovore	not provided	hermaphrodite												not provided																											
SAMEA7723969	Generic.1.0	Generic	live	2020-12-19T16:06:01.153	public	17116550	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.216	EBI	Acanthurus achilles gut contents	gut metagenome	749906	gut metagenome	0	marine biome	animal-associated habitat	host-associated	intestine environment	Oceania:Kiribati:Central Line Islands:Starbuck Island			Southern Line Islands 2013	qiita_sid_13114:13114.sandin.54.s012	fish gut contents	not provided		not provided		UBERON:gastrointestinal system	UBERON:digestive tract	UBERON:lumen of gut	Achilles tang			not provided	not provided	male												not provided																											
SAMEA7723970	Generic.1.0	Generic	live	2020-12-19T16:06:01.217	public	17116551	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.263	EBI	Acanthurus achilles gut contents	gut metagenome	749906	gut metagenome	0	marine biome	animal-associated habitat	host-associated	intestine environment	Oceania:Kiribati:Central Line Islands:Starbuck Island			Southern Line Islands 2013	qiita_sid_13114:13114.sandin.54.s013	fish gut contents	not provided		not provided		UBERON:gastrointestinal system	UBERON:digestive tract	UBERON:lumen of gut	Achilles tang			not provided	not provided	male												not provided																											
