biosampleGoldId	addDate	altitudeInMeters	altitudeInMeters2	biosampleName	dateCollected	depthInMeters	depthInMeters2	description	ecosystem	ecosystemCategory	ecosystemPathId	ecosystemSubtype	ecosystemType	elevationInMeters	elevationInMeters2	envoBroadScale.id	envoBroadScale.id.canonical_curie	envoBroadScale.id.canonical_label	envoBroadScale.id.obsolete	envoBroadScale.label	envoLocalScale.id	envoLocalScale.id.canonical_curie	envoLocalScale.id.canonical_label	envoLocalScale.id.obsolete	envoLocalScale.label	envoMedium.id	envoMedium.label	geoLocation	geographicLocation	habitat	hostDiseases	hostGender	hostName	hostNcbiTaxid	isoCountry	latitude	longhurst	longitude	mixsPackage	modDate	ncbiTaxId	ncbiTaxName	nitrateConcentration	oxygenConcentration	ph	pressure	salinity	salinityConcentration	sampleBodySite	sampleBodySubsite	sampleCollectionSite	sampleCollectionTemperature	specificEcosystem	subsurfaceDepthInMeters	subsurfaceDepthInMeters2	visitNum
Gb0315474	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10H	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315475	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11A	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315476	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11B	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315477	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11C	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315478	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11D	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315479	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11E	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315480	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11F	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315481	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11G	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315482	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11H	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315483	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12A	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315484	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12B	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315485	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12C	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315486	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12D	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315487	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12E	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315488	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12F	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315489	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12G	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315490	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12H	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315491	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6A	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315492	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6B	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315493	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6C	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315494	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6D	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315495	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7E	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315496	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7F	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315497	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7G	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315498	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7H	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315499	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8E	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315500	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8F	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315501	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8G	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315502	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8H	2018-08-15			Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315503	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P1				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315504	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P2				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315505	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P3				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315506	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P4				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315507	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P5				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315508	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P1				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315509	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P2				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315510	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P3				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315511	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P4				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315512	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P5				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315513	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P1				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315514	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P2				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315515	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P3				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315516	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P4				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315517	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P5				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315518	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P1				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315519	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P2				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315520	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P3				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315521	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P4				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315522	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P5				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315523	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P1				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315524	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P2				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315525	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P3				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315526	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P4				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
Gb0315527	2022-04-01			Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P5				Sterile water microbial communities from research facility in San Diego, CA, USA	Engineered	Industrial production	6222	Lab-grade water	Chemical products			ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000469	ENVO:00000469	research facility	False	research facility	ENVO_00005791	sterile water	USA: CA, San Diego	USA: CA, San Diego	Sterile water					USA	32.5		-117.25		2025-01-29	256318	metagenome									sterile water		Unclassified			
