Key	basename	extension	LastModified	Size	obo_foundry_title	bioportal_name	registry_url
maxo.db.gz	maxo	db.gz	2025-02-05T06:30:05.000Z	23192576	Medical Action Ontology	Medical Action Ontology	http://purl.obolibrary.org/obo/maxo.owl
maxo.owl	maxo	owl	2022-06-20T01:56:36.000Z	57224995	Medical Action Ontology	Medical Action Ontology	http://purl.obolibrary.org/obo/maxo.owl
mba.db.gz	mba	db.gz	2025-02-05T06:30:05.000Z	1687843			https://github.com/brain-bican/mouse_brain_atlas_ontology/raw/main/mbao-base.owl
mco-relation-graph.tsv.gz	mco	relation-graph.tsv.gz	2022-06-20T01:56:52.000Z	968810	Microbial Conditions Ontology	Microbial Conditions Ontology	
mco.db.gz	mco	db.gz	2025-02-05T06:30:05.000Z	11990654	Microbial Conditions Ontology	Microbial Conditions Ontology	
mco.owl	mco	owl	2022-06-20T01:57:11.000Z	17308396	Microbial Conditions Ontology	Microbial Conditions Ontology	
mesh.db.gz	mesh	db.gz	2023-01-05T20:18:13.000Z	87556908		Medical Subject Headings	
mf-relation-graph.tsv.gz	mf	relation-graph.tsv.gz	2022-06-20T01:57:16.000Z	19827	Mental Functioning Ontology	Mental Functioning Ontology	
mf.db	mf	db	2022-10-17T16:16:54.000Z	1818624	Mental Functioning Ontology	Mental Functioning Ontology	
mf.db.gz	mf	db.gz	2025-02-05T06:30:05.000Z	372309	Mental Functioning Ontology	Mental Functioning Ontology	
mf.owl	mf	owl	2022-06-20T01:57:19.000Z	482133	Mental Functioning Ontology	Mental Functioning Ontology	
mfmo-relation-graph.tsv.gz	mfmo	relation-graph.tsv.gz	2022-06-20T01:57:20.000Z	5815	Mammalian Feeding Muscle Ontology	Mammalian Feeding Muscle Ontology	
mfmo.db	mfmo	db	2022-10-17T16:16:55.000Z	2703360	Mammalian Feeding Muscle Ontology	Mammalian Feeding Muscle Ontology	
mfmo.db.gz	mfmo	db.gz	2025-02-05T06:30:05.000Z	742846	Mammalian Feeding Muscle Ontology	Mammalian Feeding Muscle Ontology	
mfmo.owl	mfmo	owl	2022-06-20T01:57:22.000Z	1112445	Mammalian Feeding Muscle Ontology	Mammalian Feeding Muscle Ontology	
mfoem-relation-graph.tsv.gz	mfoem	relation-graph.tsv.gz	2022-06-20T01:57:23.000Z	38821	Emotion Ontology	Emotion Ontology	
mfoem.db	mfoem	db	2022-10-17T16:16:57.000Z	2777088	Emotion Ontology	Emotion Ontology	
mfoem.db.gz	mfoem	db.gz	2025-02-05T06:30:06.000Z	573135	Emotion Ontology	Emotion Ontology	
mfoem.owl	mfoem	owl	2022-06-20T01:57:25.000Z	628118	Emotion Ontology	Emotion Ontology	
mfomd-relation-graph.tsv.gz	mfomd	relation-graph.tsv.gz	2022-06-20T01:57:26.000Z	50747	Mental Disease Ontology	MFO Mental Disease Ontology	
mfomd.db	mfomd	db	2022-10-17T16:16:57.000Z	4517888	Mental Disease Ontology	MFO Mental Disease Ontology	
mfomd.db.gz	mfomd	db.gz	2025-02-05T06:30:06.000Z	959202	Mental Disease Ontology	MFO Mental Disease Ontology	
mfomd.owl	mfomd	owl	2022-06-20T01:57:29.000Z	1347941	Mental Disease Ontology	MFO Mental Disease Ontology	
mi-relation-graph.tsv.gz	mi	relation-graph.tsv.gz	2022-06-20T01:57:30.000Z	27462	Molecular Interactions Controlled Vocabulary	Molecular Interactions	
mi.db	mi	db	2022-10-17T16:16:58.000Z	8040448	Molecular Interactions Controlled Vocabulary	Molecular Interactions	
mi.db.gz	mi	db.gz	2025-02-05T06:30:06.000Z	1761695	Molecular Interactions Controlled Vocabulary	Molecular Interactions	
mi.owl	mi	owl	2022-06-20T01:57:38.000Z	3862595	Molecular Interactions Controlled Vocabulary	Molecular Interactions	
miapa-relation-graph.tsv.gz	miapa	relation-graph.tsv.gz	2022-06-20T01:57:41.000Z	4808	MIAPA Ontology	MIAPA Ontology	
miapa.db	miapa	db	2022-10-17T16:16:58.000Z	1220608	MIAPA Ontology	MIAPA Ontology	
miapa.db.gz	miapa	db.gz	2025-02-05T06:30:06.000Z	232743	MIAPA Ontology	MIAPA Ontology	
miapa.owl	miapa	owl	2022-06-20T01:57:46.000Z	353875	MIAPA Ontology	MIAPA Ontology	
micro-relation-graph.tsv	micro	relation-graph.tsv	2022-06-20T01:57:47.000Z	38223419	Ontology of Prokaryotic Phenotypic and Metabolic Characters		
micro.db.gz	micro	db.gz	2025-02-05T06:30:06.000Z	645	Ontology of Prokaryotic Phenotypic and Metabolic Characters		
micro.db.tmp	micro	db.tmp	2022-06-20T01:57:50.000Z	532480	Ontology of Prokaryotic Phenotypic and Metabolic Characters		
micro.owl	micro	owl	2022-06-20T01:57:51.000Z	42503778	Ontology of Prokaryotic Phenotypic and Metabolic Characters		
mixs.db.gz	mixs	db.gz	2025-02-01T21:48:05.000Z	1647820		Minimal Information about any Sequence Ontology	https://raw.githubusercontent.com/GenomicsStandardsConsortium/mixs/main/project/owl/mixs.owl.ttl
mlo.db.gz	mlo	db.gz	2025-02-05T06:30:07.000Z	296357			https://raw.githubusercontent.com/berkeleybop/artificial-intelligence-ontology/v2023-09-11/external/ml-ontology-202010021305.owl
mmo-relation-graph.tsv.gz	mmo	relation-graph.tsv.gz	2022-06-20T01:57:58.000Z	14459	Measurement method ontology	Measurement Method Ontology	
mmo.db	mmo	db	2022-10-17T16:16:59.000Z	3371008	Measurement method ontology	Measurement Method Ontology	
mmo.db.gz	mmo	db.gz	2025-02-05T06:30:07.000Z	802323	Measurement method ontology	Measurement Method Ontology	
mmo.owl	mmo	owl	2022-06-20T01:58:02.000Z	1494705	Measurement method ontology	Measurement Method Ontology	
mmusdv-relation-graph.tsv.gz	mmusdv	relation-graph.tsv.gz	2022-06-20T01:58:02.000Z	11522	Mouse Developmental Stages	Mouse Developmental Stages	
mmusdv.db	mmusdv	db	2022-10-17T16:17:00.000Z	1228800	Mouse Developmental Stages	Mouse Developmental Stages	
mmusdv.db.gz	mmusdv	db.gz	2025-02-05T06:30:07.000Z	259620	Mouse Developmental Stages	Mouse Developmental Stages	
mmusdv.owl	mmusdv	owl	2022-06-20T01:58:04.000Z	310367	Mouse Developmental Stages	Mouse Developmental Stages	
mod-relation-graph.tsv.gz	mod	relation-graph.tsv.gz	2022-06-20T01:58:05.000Z	67862	Protein modification		
mod.db.gz	mod	db.gz	2025-02-05T06:30:07.000Z	3831476	Protein modification		
mod.owl	mod	owl	2022-06-20T01:58:06.000Z	9566164	Protein modification		
modl.db.gz	modl	db.gz	2025-02-05T06:30:07.000Z	36182			https://raw.githubusercontent.com/Data-Semantics-Laboratory/modular-ontology-design-library/master/MODL.owl
mondo-ingest.db.gz	mondo	ingest.db.gz	2025-02-05T06:30:07.000Z	113586385	Mondo Disease Ontology	Mondo Disease Ontology	
mondo-relation-graph.tsv.gz	mondo	relation-graph.tsv.gz	2022-06-20T01:58:09.000Z	29660418	Mondo Disease Ontology	Mondo Disease Ontology	
mondo.db.gz	mondo	db.gz	2025-02-05T06:30:11.000Z	225098136	Mondo Disease Ontology	Mondo Disease Ontology	
mondo.owl	mondo	owl	2022-06-20T01:58:16.000Z	234103507	Mondo Disease Ontology	Mondo Disease Ontology	
mop-relation-graph.tsv.gz	mop	relation-graph.tsv.gz	2022-06-20T01:58:28.000Z	113553	Molecular Process Ontology	Molecular Process Ontology	
mop.db	mop	db	2022-10-17T16:19:00.000Z	12865536	Molecular Process Ontology	Molecular Process Ontology	
mop.db.gz	mop	db.gz	2025-02-05T06:30:22.000Z	2037885	Molecular Process Ontology	Molecular Process Ontology	
mop.owl	mop	owl	2022-06-20T01:58:33.000Z	4842212	Molecular Process Ontology	Molecular Process Ontology	
mp-relation-graph.tsv.gz	mp	relation-graph.tsv.gz	2022-06-20T01:58:36.000Z	25408180	Mammalian Phenotype Ontology	Mammalian Phenotype Ontology	
mp.db.gz	mp	db.gz	2025-02-05T06:30:23.000Z	146816221	Mammalian Phenotype Ontology	Mammalian Phenotype Ontology	
mp.owl	mp	owl	2022-06-20T01:58:51.000Z	108836912	Mammalian Phenotype Ontology	Mammalian Phenotype Ontology	
mpath-relation-graph.tsv.gz	mpath	relation-graph.tsv.gz	2022-06-20T01:58:52.000Z	19453	Mouse pathology ontology	Mouse Pathology Ontology	
mpath.db	mpath	db	2022-10-17T16:19:17.000Z	3313664	Mouse pathology ontology	Mouse Pathology Ontology	
mpath.db.gz	mpath	db.gz	2025-02-05T06:31:00.000Z	703270	Mouse pathology ontology	Mouse Pathology Ontology	
mpath.owl	mpath	owl	2022-06-20T01:58:53.000Z	1434612	Mouse pathology ontology	Mouse Pathology Ontology	
mpio-relation-graph.tsv.gz	mpio	relation-graph.tsv.gz	2022-06-20T01:58:54.000Z	972	Minimum PDDI Information Ontology	Minimum PDDI Information Ontology	
mpio.db	mpio	db	2022-10-17T16:19:18.000Z	532480	Minimum PDDI Information Ontology	Minimum PDDI Information Ontology	
mpio.db.gz	mpio	db.gz	2025-02-05T06:31:03.000Z	114828	Minimum PDDI Information Ontology	Minimum PDDI Information Ontology	
mpio.owl	mpio	owl	2022-06-20T01:58:56.000Z	154066	Minimum PDDI Information Ontology	Minimum PDDI Information Ontology	
mro-relation-graph.tsv.gz	mro	relation-graph.tsv.gz	2022-06-20T01:58:57.000Z	1362474	MHC Restriction Ontology	Defen	
mro.db.gz	mro	db.gz	2025-02-05T06:31:04.000Z	37839414	MHC Restriction Ontology	Defen	
mro.owl	mro	owl	2022-06-20T01:59:05.000Z	82330974	MHC Restriction Ontology	Defen	
ms-relation-graph.tsv.gz	ms	relation-graph.tsv.gz	2022-06-20T01:59:17.000Z	6569800	Mass spectrometry ontology	Mass Spectrometry Ontology	
ms.db.gz	ms	db.gz	2025-02-05T06:31:17.000Z	2749432	Mass spectrometry ontology	Mass Spectrometry Ontology	
ms.owl	ms	owl	2022-06-20T01:59:29.000Z	35882321	Mass spectrometry ontology	Mass Spectrometry Ontology	
msio.db	msio	db	2022-10-17T16:20:06.000Z	5320704			https://raw.githubusercontent.com/MSI-Metabolomics-Standards-Initiative/MSIO/master/releases/latest_release/MSIO-merged-reasoned.owl
msio.db.gz	msio	db.gz	2025-02-05T06:31:20.000Z	1153133			https://raw.githubusercontent.com/MSI-Metabolomics-Standards-Initiative/MSIO/master/releases/latest_release/MSIO-merged-reasoned.owl
nando.db.gz	nando	db.gz	2025-02-01T21:48:28.000Z	2459025		Nanbyo Disease Ontology	'https://data.bioontology.org/ontologies/NANDO/submissions/15/download?apikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb'
nbo-relation-graph.tsv.gz	nbo	relation-graph.tsv.gz	2022-06-20T01:59:36.000Z	1203784	Neuro Behavior Ontology	Neuro Behavior Ontology	
nbo.db	nbo	db	2022-10-17T16:20:06.000Z	52895744	Neuro Behavior Ontology	Neuro Behavior Ontology	
nbo.db.gz	nbo	db.gz	2025-02-05T06:31:21.000Z	17296415	Neuro Behavior Ontology	Neuro Behavior Ontology	
nbo.owl	nbo	owl	2022-06-20T01:59:49.000Z	8567298	Neuro Behavior Ontology	Neuro Behavior Ontology	
ncbitaxon-relation-graph.tsv.gz	ncbitaxon	relation-graph.tsv.gz	2022-06-20T01:59:53.000Z	195489956	NCBI organismal classification	National Center for Biotechnology Information (NCBI) Organismal Classification	
ncbitaxon.db.gz	ncbitaxon	db.gz	2025-02-05T06:31:30.000Z	1985778568	NCBI organismal classification	National Center for Biotechnology Information (NCBI) Organismal Classification	
ncbitaxon.owl	ncbitaxon	owl	2022-06-20T02:00:23.000Z	1881999296	NCBI organismal classification	National Center for Biotechnology Information (NCBI) Organismal Classification	
ncit-relation-graph.tsv.gz	ncit	relation-graph.tsv.gz	2022-06-20T02:00:30.000Z	10028185	NCI Thesaurus OBO Edition	National Cancer Institute Thesaurus	http://purl.obolibrary.org/obo/ncit.owl
ncit.db.gz	ncit	db.gz	2025-02-05T06:31:30.000Z	493315770	NCI Thesaurus OBO Edition	National Cancer Institute Thesaurus	http://purl.obolibrary.org/obo/ncit.owl
ncit.owl	ncit	owl	2022-06-20T02:01:03.000Z	651435324	NCI Thesaurus OBO Edition	National Cancer Institute Thesaurus	http://purl.obolibrary.org/obo/ncit.owl
ncro-relation-graph.tsv.gz	ncro	relation-graph.tsv.gz	2022-06-20T02:01:16.000Z	294354	Non-Coding RNA Ontology	Non-coding RNA Ontology	
ncro.db	ncro	db	2022-10-17T16:21:24.000Z	15265792	Non-Coding RNA Ontology	Non-coding RNA Ontology	
ncro.db.gz	ncro	db.gz	2025-02-05T06:31:34.000Z	2574435	Non-Coding RNA Ontology	Non-coding RNA Ontology	
ncro.owl	ncro	owl	2022-06-20T02:01:22.000Z	2555592	Non-Coding RNA Ontology	Non-coding RNA Ontology	
neo.db.gz	neo	db.gz	2025-02-05T06:31:36.000Z	950579020		Neurologic Examination Ontology	http://purl.obolibrary.org/obo/go/noctua/neo.owl
nmdc_schema.db.gz	nmdc_schema	db.gz	2025-02-01T21:48:48.000Z	21767			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/project/owl/nmdc.owl.ttl
nomen-relation-graph.tsv.gz	nomen	relation-graph.tsv.gz	2022-06-20T02:01:23.000Z	5301	NOMEN - A nomenclatural ontology for biological names	NOMEN - A nomenclatural ontology for biological names	
nomen.db	nomen	db	2022-10-17T16:21:28.000Z	712704	NOMEN - A nomenclatural ontology for biological names	NOMEN - A nomenclatural ontology for biological names	
nomen.db.gz	nomen	db.gz	2025-02-05T06:33:30.000Z	131749	NOMEN - A nomenclatural ontology for biological names	NOMEN - A nomenclatural ontology for biological names	
nomen.owl	nomen	owl	2022-06-20T02:01:25.000Z	182776	NOMEN - A nomenclatural ontology for biological names	NOMEN - A nomenclatural ontology for biological names	
oae-relation-graph.tsv.gz	oae	relation-graph.tsv.gz	2022-06-20T02:01:26.000Z	1598567	Ontology of Adverse Events	Ontology of Adverse Events	
oae.db	oae	db	2022-10-17T16:21:29.000Z	91504640	Ontology of Adverse Events	Ontology of Adverse Events	
oae.db.gz	oae	db.gz	2025-02-05T06:33:32.000Z	17183365	Ontology of Adverse Events	Ontology of Adverse Events	
oae.owl	oae	owl	2022-06-20T02:01:39.000Z	9508026	Ontology of Adverse Events	Ontology of Adverse Events	
oarcs-relation-graph.tsv.gz	oarcs	relation-graph.tsv.gz	2022-06-20T02:01:44.000Z	29967	Ontology of Arthropod Circulatory Systems	Ontology of Arthropod Circulatory Systems	
oarcs.db	oarcs	db	2022-10-17T16:21:43.000Z	3661824	Ontology of Arthropod Circulatory Systems	Ontology of Arthropod Circulatory Systems	
oarcs.db.gz	oarcs	db.gz	2025-02-05T06:33:39.000Z	466667	Ontology of Arthropod Circulatory Systems	Ontology of Arthropod Circulatory Systems	
oarcs.owl	oarcs	owl	2022-06-20T02:01:49.000Z	705882	Ontology of Arthropod Circulatory Systems	Ontology of Arthropod Circulatory Systems	
oba-relation-graph.tsv.gz	oba	relation-graph.tsv.gz	2022-06-20T02:01:49.000Z	29404856	Ontology of Biological Attributes	Ontology of Biological Attributes	
oba.db.gz	oba	db.gz	2025-02-05T06:33:40.000Z	376638536	Ontology of Biological Attributes	Ontology of Biological Attributes	
oba.owl	oba	owl	2022-06-20T02:02:38.000Z	109757263	Ontology of Biological Attributes	Ontology of Biological Attributes	
obcs-relation-graph.tsv.gz	obcs	relation-graph.tsv.gz	2022-06-20T02:02:56.000Z	65987	Ontology of Biological and Clinical Statistics	Ontology of Biological and Clinical Statistics	
obcs.db	obcs	db	2022-10-17T16:22:09.000Z	4845568	Ontology of Biological and Clinical Statistics	Ontology of Biological and Clinical Statistics	
obcs.db.gz	obcs	db.gz	2025-02-05T06:33:57.000Z	1501041	Ontology of Biological and Clinical Statistics	Ontology of Biological and Clinical Statistics	
obcs.owl	obcs	owl	2022-06-20T02:02:58.000Z	1179480	Ontology of Biological and Clinical Statistics	Ontology of Biological and Clinical Statistics	
obi-relation-graph.tsv.gz	obi	relation-graph.tsv.gz	2022-06-20T02:03:00.000Z	465647	Ontology for Biomedical Investigations	Ontology for Biomedical Investigations	
obi.db	obi	db	2022-10-17T16:22:10.000Z	35737600	Ontology for Biomedical Investigations	Ontology for Biomedical Investigations	
obi.db.gz	obi	db.gz	2025-02-05T06:33:58.000Z	7637827	Ontology for Biomedical Investigations	Ontology for Biomedical Investigations	
obi.owl	obi	owl	2022-06-20T02:03:08.000Z	8640137	Ontology for Biomedical Investigations	Ontology for Biomedical Investigations	
obib-relation-graph.tsv.gz	obib	relation-graph.tsv.gz	2022-06-20T02:03:12.000Z	66648	Ontology for Biobanking	Ontology for Biobanking	
obib.db	obib	db	2022-10-17T16:22:16.000Z	7725056	Ontology for Biobanking	Ontology for Biobanking	
obib.db.gz	obib	db.gz	2025-02-05T06:34:00.000Z	1618167	Ontology for Biobanking	Ontology for Biobanking	
obib.owl	obib	owl	2022-06-20T02:03:15.000Z	2756078	Ontology for Biobanking	Ontology for Biobanking	
obiws.db.gz	obiws	db.gz	2025-02-01T21:49:27.000Z	286354		Bioinformatics Web Service Ontology	https://data.bioontology.org/ontologies/OBIWS/submissions/2/download?apikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb
obo-ontologies.db	obo	ontologies.db	2022-10-17T16:22:18.000Z	1519616			
obo_prefixes.db	obo_prefixes	db	2022-10-17T16:22:18.000Z	122880			
oboe-core.db.gz	oboe	core.db.gz	2025-02-01T21:49:28.000Z	33		The Extensible Observation Ontology	
oboe-standards.db.gz	oboe	standards.db.gz	2025-02-01T21:49:28.000Z	38		The Extensible Observation Ontology	
occo.db.gz	occo	db.gz	2025-02-05T06:34:02.000Z	3085307	Occupation Ontology	Occupation Ontology	https://raw.githubusercontent.com/Occupation-Ontology/OccO/main/src/ontology/occo-merged.owl
oeo.db.gz	oeo	db.gz	2025-02-05T06:34:03.000Z	2244824			https://openenergyplatform.org/ontology/oeo/releases/oeo-full.owl
ogco.db.gz	ogco	db.gz	2025-02-05T06:34:05.000Z	3918363		OriGinal Chemical Ontology	https://raw.githubusercontent.com/cmungall/chemessence/refs/heads/main/src/ontology/components/ogco.owl
ogg-relation-graph.tsv.gz	ogg	relation-graph.tsv.gz	2022-06-20T02:03:16.000Z	14740930	The Ontology of Genes and Genomes	Ontology of Genes and Genomes	
ogg.db.gz	ogg	db.gz	2025-02-05T06:34:08.000Z	153008794	The Ontology of Genes and Genomes	Ontology of Genes and Genomes	
ogg.owl	ogg	owl	2022-06-20T02:04:48.000Z	161502996	The Ontology of Genes and Genomes	Ontology of Genes and Genomes	
ogms-relation-graph.tsv.gz	ogms	relation-graph.tsv.gz	2022-06-20T02:04:53.000Z	3953	Ontology for General Medical Science	Ontology for General Medical Science	
ogms.db	ogms	db	2022-10-17T16:23:17.000Z	991232	Ontology for General Medical Science	Ontology for General Medical Science	
ogms.db.gz	ogms	db.gz	2025-02-05T06:34:53.000Z	207297	Ontology for General Medical Science	Ontology for General Medical Science	
ogms.owl	ogms	owl	2022-06-20T02:04:54.000Z	298806	Ontology for General Medical Science	Ontology for General Medical Science	
ogsf-relation-graph.tsv.gz	ogsf	relation-graph.tsv.gz	2022-06-20T02:04:56.000Z	42998	Ontology of Genetic Susceptibility Factor	Ontology for Genetic Susceptibility Factor	
ogsf.db	ogsf	db	2022-10-17T16:23:18.000Z	3489792	Ontology of Genetic Susceptibility Factor	Ontology for Genetic Susceptibility Factor	
ogsf.db.gz	ogsf	db.gz	2025-02-05T06:34:57.000Z	657879	Ontology of Genetic Susceptibility Factor	Ontology for Genetic Susceptibility Factor	
ogsf.owl	ogsf	owl	2022-06-20T02:04:58.000Z	748070	Ontology of Genetic Susceptibility Factor	Ontology for Genetic Susceptibility Factor	
ohd-relation-graph.tsv.gz	ohd	relation-graph.tsv.gz	2022-06-20T02:04:59.000Z	429540	Oral Health and Disease Ontology	The Oral Health and Disease Ontology	
ohd.db.gz	ohd	db.gz	2025-02-05T06:34:59.000Z	4772328	Oral Health and Disease Ontology	The Oral Health and Disease Ontology	
ohd.owl	ohd	owl	2022-06-20T02:05:06.000Z	3143280	Oral Health and Disease Ontology	The Oral Health and Disease Ontology	
ohmi-relation-graph.tsv.gz	ohmi	relation-graph.tsv.gz	2022-06-20T02:05:07.000Z	216723	Ontology of Host-Microbiome Interactions	Ontology of Host-Microbe Interactions	
ohmi.db	ohmi	db	2022-10-17T16:23:21.000Z	12918784	Ontology of Host-Microbiome Interactions	Ontology of Host-Microbe Interactions	
ohmi.db.gz	ohmi	db.gz	2025-02-05T06:35:00.000Z	2476880	Ontology of Host-Microbiome Interactions	Ontology of Host-Microbe Interactions	
ohmi.owl	ohmi	owl	2022-06-20T02:05:12.000Z	2533276	Ontology of Host-Microbiome Interactions	Ontology of Host-Microbe Interactions	
ohpi-relation-graph.tsv.gz	ohpi	relation-graph.tsv.gz	2022-06-20T02:05:12.000Z	5310365	Ontology of Host Pathogen Interactions	Ontology of Host-Pathogen Interactions	
ohpi.db.gz	ohpi	db.gz	2025-02-05T06:35:03.000Z	38851955	Ontology of Host Pathogen Interactions	Ontology of Host-Pathogen Interactions	
ohpi.owl	ohpi	owl	2022-06-20T02:05:12.000Z	29016104	Ontology of Host Pathogen Interactions	Ontology of Host-Pathogen Interactions	
olatdv-relation-graph.tsv.gz	olatdv	relation-graph.tsv.gz	2022-06-20T02:05:13.000Z	3338	Medaka Developmental Stages	Medaka Developmental Stages	
olatdv.db	olatdv	db	2022-10-17T16:23:29.000Z	593920	Medaka Developmental Stages	Medaka Developmental Stages	
olatdv.db.gz	olatdv	db.gz	2025-02-05T06:35:10.000Z	102983	Medaka Developmental Stages	Medaka Developmental Stages	
olatdv.owl	olatdv	owl	2022-06-20T02:05:15.000Z	131690	Medaka Developmental Stages	Medaka Developmental Stages	
omiabis.db	omiabis	db	2022-10-17T16:23:30.000Z	544768	Ontologized MIABIS		
omim.db.gz	omim	db.gz	2025-02-01T21:49:50.000Z	19077950		Online Mendelian Inheritance in Man	https://github.com/monarch-initiative/mondo-ingest/releases/latest/download/omim.owl
omit-relation-graph.tsv.gz	omit	relation-graph.tsv.gz	2022-06-20T02:05:16.000Z	6101793	Ontology for MIRNA Target	Ontology for MicroRNA Target	
omit.db.gz	omit	db.gz	2025-02-05T06:35:14.000Z	50952172	Ontology for MIRNA Target	Ontology for MicroRNA Target	
omit.owl	omit	owl	2022-06-20T02:05:18.000Z	48062234	Ontology for MIRNA Target	Ontology for MicroRNA Target	
omo-relation-graph.tsv.gz	omo	relation-graph.tsv.gz	2022-06-20T02:05:26.000Z	657	OBO Metadata Ontology	OBO Metadata Ontology	
omo.db	omo	db	2022-10-17T16:23:38.000Z	532480	OBO Metadata Ontology	OBO Metadata Ontology	
omo.db.gz	omo	db.gz	2025-02-05T06:35:15.000Z	77385	OBO Metadata Ontology	OBO Metadata Ontology	
omo.owl	omo	owl	2022-06-20T02:05:27.000Z	79275	OBO Metadata Ontology	OBO Metadata Ontology	
omop.db.gz	omop	db.gz	2025-02-05T06:35:16.000Z	2141768729			
omp-relation-graph.tsv.gz	omp	relation-graph.tsv.gz	2022-06-20T02:05:27.000Z	109442	Ontology of Microbial Phenotypes	Ontology of Microbial Phenotypes	
omp.db	omp	db	2022-10-17T16:23:39.000Z	11735040	Ontology of Microbial Phenotypes	Ontology of Microbial Phenotypes	
omp.db.gz	omp	db.gz	2025-02-05T06:35:22.000Z	2156995	Ontology of Microbial Phenotypes	Ontology of Microbial Phenotypes	
omp.owl	omp	owl	2022-06-20T02:05:28.000Z	4511169	Ontology of Microbial Phenotypes	Ontology of Microbial Phenotypes	
omrse-relation-graph.tsv.gz	omrse	relation-graph.tsv.gz	2022-06-20T02:05:29.000Z	33672	Ontology for Modeling and Representation of Social Entities	Ontology for Modeling and Representation of Social Entities	
omrse.db	omrse	db	2022-10-17T16:23:40.000Z	4001792	Ontology for Modeling and Representation of Social Entities	Ontology for Modeling and Representation of Social Entities	
omrse.db.gz	omrse	db.gz	2025-02-05T06:35:22.000Z	986819	Ontology for Modeling and Representation of Social Entities	Ontology for Modeling and Representation of Social Entities	
omrse.owl	omrse	owl	2022-06-20T02:05:31.000Z	1236549	Ontology for Modeling and Representation of Social Entities	Ontology for Modeling and Representation of Social Entities	
one-relation-graph.tsv.gz	one	relation-graph.tsv.gz	2022-06-20T02:05:31.000Z	332145	Ontology for Nutritional Epidemiology	Ontology for Nutritional Epidemiology	
one.db.gz	one	db.gz	2025-02-05T06:35:25.000Z	5210572	Ontology for Nutritional Epidemiology	Ontology for Nutritional Epidemiology	
one.owl	one	owl	2022-06-20T02:05:32.000Z	7030218	Ontology for Nutritional Epidemiology	Ontology for Nutritional Epidemiology	
ons-relation-graph.tsv.gz	ons	relation-graph.tsv.gz	2022-06-20T02:05:33.000Z	863224	Ontology for Nutritional Studies	Ontology for Nutritional Studies	
ons.db	ons	db	2022-10-17T16:23:42.000Z	50122752	Ontology for Nutritional Studies	Ontology for Nutritional Studies	
ons.db.gz	ons	db.gz	2025-02-05T06:35:27.000Z	3709183	Ontology for Nutritional Studies	Ontology for Nutritional Studies	
ons.owl	ons	owl	2022-06-20T02:05:37.000Z	9215150	Ontology for Nutritional Studies	Ontology for Nutritional Studies	
ontie.db.gz	ontie	db.gz	2025-02-01T21:50:01.000Z	1704675			https://ontology.iedb.org/file/ontie.owl
ontoavida-relation-graph.tsv.gz	ontoavida	relation-graph.tsv.gz	2022-06-20T02:05:41.000Z	6082	OntoAvida: ontology for Avida digital evolution platform	OntoAvida: ontology for Avida digital evolution platform	
ontoavida.db	ontoavida	db	2022-10-17T16:23:44.000Z	1298432	OntoAvida: ontology for Avida digital evolution platform	OntoAvida: ontology for Avida digital evolution platform	
ontoavida.db.gz	ontoavida	db.gz	2025-02-05T06:35:28.000Z	200495	OntoAvida: ontology for Avida digital evolution platform	OntoAvida: ontology for Avida digital evolution platform	
ontoavida.owl	ontoavida	owl	2022-06-20T02:05:42.000Z	472853	OntoAvida: ontology for Avida digital evolution platform	OntoAvida: ontology for Avida digital evolution platform	
ontobiotope.db.gz	ontobiotope	db.gz	2025-02-01T21:50:02.000Z	1839706			'https://data.agroportal.lirmm.fr/ontologies/ONTOBIOTOPE/download?apikey=1de0a270-29c5-4dda-b043-7c3580628cd5&download_format=rdf'
ontoneo-relation-graph.tsv.gz	ontoneo	relation-graph.tsv.gz	2022-06-20T02:05:42.000Z	119625	Obstetric and Neonatal Ontology	Obstetric and Neonatal Ontology	
ontoneo.db	ontoneo	db	2022-10-17T16:23:45.000Z	9498624	Obstetric and Neonatal Ontology	Obstetric and Neonatal Ontology	
ontoneo.db.gz	ontoneo	db.gz	2025-02-05T06:35:29.000Z	2032047	Obstetric and Neonatal Ontology	Obstetric and Neonatal Ontology	
ontoneo.owl	ontoneo	owl	2022-06-20T02:05:43.000Z	2945937	Obstetric and Neonatal Ontology	Obstetric and Neonatal Ontology	
oostt-relation-graph.tsv.gz	oostt	relation-graph.tsv.gz	2022-06-20T02:05:43.000Z	29998	Ontology of Organizational Structures of Trauma centers and Trauma systems	Ontology of Organizational Structures of Trauma centers and Trauma systems	
oostt.db	oostt	db	2022-10-17T16:23:46.000Z	3624960	Ontology of Organizational Structures of Trauma centers and Trauma systems	Ontology of Organizational Structures of Trauma centers and Trauma systems	
oostt.db.gz	oostt	db.gz	2025-02-05T06:35:30.000Z	953597	Ontology of Organizational Structures of Trauma centers and Trauma systems	Ontology of Organizational Structures of Trauma centers and Trauma systems	
oostt.owl	oostt	owl	2022-06-20T02:05:43.000Z	1158678	Ontology of Organizational Structures of Trauma centers and Trauma systems	Ontology of Organizational Structures of Trauma centers and Trauma systems	
opl-relation-graph.tsv.gz	opl	relation-graph.tsv.gz	2022-06-20T02:05:43.000Z	38852	Ontology for Parasite LifeCycle	Ontology for Parasite LifeCycle	
